duAn,huong,phapLy,noBed,soLau,Precinct,District,acreage_value,noBathroom
Goldmark City,,,2.0,,Phường Phú Diễn,Quận Bắc Từ Liêm,78.0,2.0
789 Bộ Tổng Tham Mưu - BQP,,,3.0,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,86.0,2.0
Khu đô thị Splendora An Khánh,,,3.0,,Xã An Khánh,Huyện Hoài Đức,150.0,-1.0
KĐT Xa La,,,2.0,,,Quận Hà Đông,56.0,1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,9.0,Phường Hoàng Liệt,Quận Hoàng Mai,78.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phường Đại Kim,Quận Hoàng Mai,64.0,-1.0
FLC Landmark Tower,,,3.0,,Phường Mỹ Đình 2,Quận Nam Từ Liêm,125.0,2.0
VP5 Linh Đàm,,,2.0,,Phường Hoàng Liệt,Quận Hoàng Mai,62.0,-1.0
Tháp Doanh Nhân - Boss Tower,,,2.0,,Phường Mỗ Lao,Quận Hà Đông,61.0,-1.0
,,Giấy tờ hợp lệ,2.0,2.0,Phường Nhân Chính,Quận Thanh Xuân,82.0,-1.0
The Beverly - Vinhomes Ocean Park,,,1.0,,Xã Đa Tốn,Huyện Gia Lâm,36.0,-1.0
Hà Nội Paragon,,,3.0,,,Quận Cầu Giấy,146.0,-1.0
Ecolife Capitol,,,2.0,,,Quận Nam Từ Liêm,78.0,2.0
Trung Hòa Nhân Chính,Đông Nam,,2.0,,Phường Trung Hòa,Quận Cầu Giấy,70.0,2.0
Khu đô thị Splendora An Khánh,,,3.0,,Xã An Khánh,Huyện Hoài Đức,150.0,-1.0
Thành Phố Giao Lưu,,,2.0,,,Quận Bắc Từ Liêm,76.0,2.0
,,,3.0,1.0,Phường Nhân Chính,Quận Thanh Xuân,104.0,-1.0
,,,3.0,,Phường Trung Hòa,Quận Cầu Giấy,87.0,2.0
Times City,,,2.0,,Phường Vĩnh Tuy,Quận Hai Bà Trưng,80.0,2.0
BRG Diamond Residence,,,3.0,,Phường Nhân Chính,Quận Thanh Xuân,105.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phường Đồng Nhân,Quận Hai Bà Trưng,50.0,-1.0
Làng Quốc tế Thăng Long,,,3.0,,Phường Dịch Vọng,Quận Cầu Giấy,95.0,1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Phường Mỹ Đình 2,Quận Nam Từ Liêm,70.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,12.0,Phường Mỹ Đình 2,Quận Nam Từ Liêm,120.0,-1.0
C14 - Bộ Công An,,,2.0,,Phường Trung Văn,Quận Nam Từ Liêm,70.0,-1.0
Mailand Hanoi City,,,3.0,,Xã An Khánh,Huyện Hoài Đức,128.0,3.0
Bình Minh Garden,,,2.0,,,Quận Long Biên,74.0,2.0
Thịnh Liệt,,,2.0,,,Quận Hoàng Mai,54.0,1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,3.0,Phường Quỳnh Mai,Quận Hai Bà Trưng,70.0,-1.0
The Sapphire-Vinhomes Smart City,,,2.0,,Phường Tây Mỗ,Quận Nam Từ Liêm,54.0,1.0
Rose Town,,,3.0,,,Quận Hoàng Mai,93.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Phường Khương Đình,Quận Thanh Xuân,65.0,-1.0
Ecolife Capitol,,,3.0,,Phường Trung Văn,Quận Nam Từ Liêm,103.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,17.0,Phường Cầu Diễn,Quận Nam Từ Liêm,109.0,-1.0
,,,3.0,,Phường Xuân Tảo,Quận Bắc Từ Liêm,100.0,-1.0
,,,2.0,6.0,Phường Đại Kim,Quận Hoàng Mai,57.0,-1.0
VOV Mễ Trì,,,3.0,,,Quận Nam Từ Liêm,87.0,2.0
,,,2.0,3.0,Phường Văn Quán,Quận Hà Đông,72.0,-1.0
Ecolife Tây Hồ,,,2.0,,Phường Xuân La,Quận Tây Hồ,88.0,2.0
CT36 - Dream Home,Tây,,2.0,,,Quận Hoàng Mai,69.0,2.0
TĐC Hoàng Cầu,Bắc,,3.0,,Phường Ô Chợ Dừa,Quận Đống Đa,70.0,2.0
,,,3.0,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,81.0,-1.0
Ecolife Tây Hồ,Nam,,3.0,,,Quận Tây Hồ,128.0,2.0
Vinhomes Cổ Loa,,,1.0,,,Huyện Đông Anh,34.0,1.0
Lumi Hanoi,Tây,,2.0,,Phường Tây Mỗ,Quận Nam Từ Liêm,54.0,2.0
,,,2.0,,Phường Nhân Chính,Quận Thanh Xuân,63.0,-1.0
Imperia Sky Garden,,,2.0,,Phường Vĩnh Tuy,Quận Hai Bà Trưng,81.0,2.0
Mulberry Lane,,,3.0,,,Quận Hà Đông,128.0,2.0
,,,3.0,27.0,Phường Vĩnh Hưng,Quận Hoàng Mai,87.0,-1.0
,,,3.0,,Phường Thượng Đình,Quận Thanh Xuân,65.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,1.0,6.0,Phường Kim Mã,Quận Ba Đình,30.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phường Quỳnh Mai,Quận Hai Bà Trưng,30.0,-1.0
Sông Hồng Park View,,,3.0,,,Quận Đống Đa,107.0,2.0
Mulberry Lane,,,3.0,,Phường Mỗ Lao,Quận Hà Đông,90.0,-1.0
,,,3.0,28.0,Phường Dịch Vọng,Quận Cầu Giấy,112.0,-1.0
Pháp Vân Tứ Hiệp,,,3.0,,,Quận Hoàng Mai,93.0,2.0
,Tây Bắc,Giấy tờ hợp lệ,1.0,1.0,Xã Vĩnh Ngọc,Huyện Đông Anh,47.0,-1.0
Seasons Avenue,,,2.0,,Phường Mỗ Lao,Quận Hà Đông,76.0,-1.0
HH2 Bắc Hà,,,3.0,,Phường Trung Văn,Quận Nam Từ Liêm,103.0,2.0
,,,3.0,,Phường Trung Hòa,Quận Cầu Giấy,121.0,-1.0
The Victoria - Vinhomes Smart City,,,2.0,,,Quận Nam Từ Liêm,69.0,2.0
HH1 Linh Đàm,Tây,,2.0,,,Quận Hoàng Mai,63.0,2.0
,,,2.0,1.0,Phường Minh Khai,Quận Hai Bà Trưng,28.0,-1.0
CT15 Việt Hưng Green Park,,,3.0,,Phường Giang Biên,Quận Long Biên,122.0,-1.0
Tabudec Plaza,,,2.0,,,Huyện Thanh Trì,66.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phường Ô Chợ Dừa,Quận Đống Đa,65.0,-1.0
Sunshine City,,,3.0,,,Quận Bắc Từ Liêm,98.0,2.0
Vinhomes Gardenia,,,3.0,,Phường Cầu Diễn,Quận Nam Từ Liêm,106.0,2.0
The Terra An Hưng,,,2.0,,Phường Dương Nội,Quận Hà Đông,74.0,-1.0
Rivera Park Hà Nội,,,2.0,,Phường Thanh Xuân Trung,Quận Thanh Xuân,80.0,2.0
The Garden Hills - 99 Trần Bình,,,2.0,,Phường Mỹ Đình 2,Quận Nam Từ Liêm,66.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,10.0,Phường Thượng Đình,Quận Thanh Xuân,85.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,11.0,Phường La Khê,Quận Hà Đông,145.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Phường Thịnh Quang,Quận Đống Đa,115.0,-1.0
The Zenpark,,,2.0,,Xã Dương Xá,Huyện Gia Lâm,74.0,2.0
,,,3.0,,Phường Thịnh Liệt,Quận Hoàng Mai,68.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,4.0,Phường Hàng Mã,Quận Hoàn Kiếm,70.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Phường Định Công,Quận Hoàng Mai,95.0,-1.0
The Sapphire-Vinhomes Smart City,,,2.0,,Phường Tây Mỗ,Quận Nam Từ Liêm,54.0,1.0
The Sakura - Vinhomes Smart City,,,3.0,,Phường Tây Mỗ,Quận Nam Từ Liêm,85.0,2.0
Riverside Garden,,,3.0,,,Quận Thanh Xuân,126.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,32.0,Phường Phương Liệt,Quận Thanh Xuân,86.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Phường Hà Cầu,Quận Hà Đông,116.0,-1.0
Cầu Giấy Center Point,,,3.0,,Phường Quan Hoa,Quận Cầu Giấy,127.0,2.0
Anland Lakeview,,,3.0,,Phường Dương Nội,Quận Hà Đông,82.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Phường Mỹ Đình 2,Quận Nam Từ Liêm,94.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,20.0,Phường Đức Giang,Quận Long Biên,74.0,-1.0
,,,3.0,,Phường Dịch Vọng,Quận Cầu Giấy,80.0,-1.0
Mỹ Đình Plaza 2,,,3.0,,,Quận Nam Từ Liêm,104.0,2.0
The Pride,,,3.0,,Phường La Khê,Quận Hà Đông,95.0,2.0
Goldmark City,,,3.0,,Phường Phú Diễn,Quận Bắc Từ Liêm,104.0,2.0
,,Giấy tờ hợp lệ,2.0,36.0,,Quận Hoàng Mai,65.0,-1.0
ICID Complex,,,3.0,,Phường Dương Nội,Quận Hà Đông,84.0,2.0
TNR The Nosta,,,2.0,,Phường Ngã Tư Sở,Quận Đống Đa,70.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,15.0,Phường Nghĩa Tân,Quận Cầu Giấy,52.0,-1.0
30 Phạm Văn Đồng,,,2.0,,,Quận Cầu Giấy,55.0,2.0
The Beverly - Vinhomes Ocean Park,,,2.0,,,Huyện Gia Lâm,54.0,2.0
The Terra An Hưng,,,4.0,,Phường Dương Nội,Quận Hà Đông,140.0,-1.0
,,Giấy tờ hợp lệ,1.0,7.0,Phường Khương Đình,Quận Thanh Xuân,43.0,-1.0
Intracom1,,,3.0,,Phường Trung Văn,Quận Nam Từ Liêm,117.0,2.0
Thanh Hà Mường Thanh,,,2.0,,,Quận Hà Đông,74.0,2.0
,,,2.0,,Phường Láng Thượng,Quận Đống Đa,67.0,1.0
Kim Văn Kim Lũ,,,2.0,,Phường Đại Kim,Quận Hoàng Mai,65.0,1.0
,,,2.0,,Phường Dịch Vọng,Quận Cầu Giấy,65.0,1.0
Hà Nội Melody Residences,,,2.0,,,Quận Hoàng Mai,74.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,2.0,Phường Nhân Chính,Quận Thanh Xuân,105.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,4.0,,Phường Mai Dịch,Quận Cầu Giấy,150.0,-1.0
,,,2.0,,Phường Thanh Xuân Nam,Quận Thanh Xuân,42.0,1.0
Đường Thanh Bình,,,3.0,,Phường Mỗ Lao,Quận Hà Đông,88.0,-1.0
Imperia Sola Park,,,1.0,,Phường Tây Mỗ,Quận Nam Từ Liêm,43.0,1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,7.0,Phường Nghĩa Đô,Quận Cầu Giấy,88.0,-1.0
,,,3.0,,Phường Yên Sở,Quận Hoàng Mai,80.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,12.0,Phường Định Công,Quận Hoàng Mai,72.0,-1.0
,Đông Nam,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Phường Thanh Xuân Nam,Quận Thanh Xuân,129.0,-1.0
,Đông,Giấy chứng nhận quyền sở hữu đất,3.0,30.0,Phường Mai Động,Quận Hoàng Mai,90.0,-1.0
Roman Plaza,,,4.0,,Phường Đại Mỗ,Quận Nam Từ Liêm,136.0,3.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phường Thanh Trì,Quận Hoàng Mai,98.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phường Yên Hòa,Quận Cầu Giấy,60.0,-1.0
The Emerald CT8 Mỹ Đình,,,2.0,,,Quận Nam Từ Liêm,82.0,2.0
,,,3.0,1.0,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,102.0,-1.0
Times City - Park Hill,Bắc,,2.0,,Phường Vĩnh Tuy,Quận Hai Bà Trưng,76.0,2.0
Đường Tố Hữu,,,3.0,,Phường Mỗ Lao,Quận Hà Đông,114.0,-1.0
,,,3.0,1.0,Phường Trung Hòa,Quận Cầu Giấy,130.0,-1.0
,,,2.0,5.0,Phường Nhân Chính,Quận Thanh Xuân,76.0,-1.0
Watermark Tây Hồ,,,2.0,,Phường Nghĩa Đô,Quận Cầu Giấy,85.0,2.0
Gemek Premium,,,2.0,,,Huyện Hoài Đức,60.0,2.0
Nhà ở xã hội Bộ công an Cổ Nhuế 2,,,2.0,,Phường Cổ Nhuế 2,Quận Bắc Từ Liêm,70.0,-1.0
Hà Nội Melody Residences,,,2.0,,Phường Hoàng Liệt,Quận Hoàng Mai,84.0,2.0
Harmony Square,,,2.0,,Phường Nhân Chính,Quận Thanh Xuân,75.0,2.0
HH2 Linh Đàm,,,2.0,,,Quận Hoàng Mai,72.0,2.0
Sapphire Palace,,,3.0,,Phường Thanh Xuân Trung,Quận Thanh Xuân,99.0,-1.0
HC Golden City,,,2.0,,Phường Bồ Đề,Quận Long Biên,72.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,12.0,Phường Phúc Đồng,Quận Long Biên,108.0,-1.0
,Đông Nam,,3.0,24.0,Phường Hoàng Văn Thụ,Quận Hoàng Mai,97.0,-1.0
The Sun Mễ Trì,,,3.0,,Phường Mễ Trì,Quận Nam Từ Liêm,85.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,3.0,Phường Dịch Vọng,Quận Cầu Giấy,90.0,-1.0
Bình Vượng 200 Quang Trung,Tây,,2.0,,Phường Quang Trung,Quận Hà Đông,114.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phường Dịch Vọng,Quận Cầu Giấy,80.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phường Văn Chương,Quận Đống Đa,55.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,12.0,Phường Minh Khai,Quận Hai Bà Trưng,101.0,-1.0
,Đông,,2.0,,Phường Vĩnh Tuy,Quận Hai Bà Trưng,52.0,1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,2.0,Phường La Khê,Quận Hà Đông,88.0,-1.0
,,,2.0,12.0,Phường Định Công,Quận Hoàng Mai,66.0,-1.0
Chung cư The Wisteria,,,4.0,,Xã Di Trạch,Huyện Hoài Đức,136.0,3.0
,,Giấy chứng nhận quyền sở hữu đất,4.0,,Phường Dịch Vọng,Quận Cầu Giấy,130.0,-1.0
,,,2.0,21.0,Phường Mai Động,Quận Hoàng Mai,77.0,-1.0
,,,2.0,,Phường Cầu Diễn,Quận Nam Từ Liêm,61.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,7.0,Phường Nghĩa Đô,Quận Cầu Giấy,84.0,-1.0
,,,2.0,,Phường Ô Chợ Dừa,Quận Đống Đa,70.0,-1.0
The Sapphire-Vinhomes Smart City,,,3.0,,Phường Tây Mỗ,Quận Nam Từ Liêm,75.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phường Trung Văn,Quận Nam Từ Liêm,48.0,-1.0
HUD3 Nguyễn Đức Cảnh,,,3.0,,Phường Tương Mai,Quận Hoàng Mai,96.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,34.0,Phường Đại Kim,Quận Hoàng Mai,54.0,-1.0
The Charm An Hưng,,,2.0,,Phường La Khê,Quận Hà Đông,54.0,2.0
Five Star Kim Giang,Tây,,2.0,,Phường Kim Giang,Quận Thanh Xuân,76.0,2.0
The Garden Hills - 99 Trần Bình,,,2.0,,Phường Mỹ Đình 2,Quận Nam Từ Liêm,80.0,2.0
Cầu Giấy Center Point,,,3.0,,,Quận Cầu Giấy,127.0,3.0
HH1 Linh Đàm,,,2.0,,Phường Hoàng Liệt,Quận Hoàng Mai,56.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,5.0,Phường Hoàng Liệt,Quận Hoàng Mai,81.0,-1.0
,,,2.0,6.0,Phường Láng Thượng,Quận Đống Đa,50.0,-1.0
,Bắc,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phường Dịch Vọng,Quận Cầu Giấy,84.0,-1.0
Times City,Bắc,,2.0,,Phường Vĩnh Tuy,Quận Hai Bà Trưng,83.0,2.0
Imperia Sola Park,,,3.0,,Phường Tây Mỗ,Quận Nam Từ Liêm,75.0,2.0
89 Phùng Hưng,,,2.0,,Phường Phúc La,Quận Hà Đông,81.0,2.0
Bình Vượng 200 Quang Trung,,,3.0,,Phường Quang Trung,Quận Hà Đông,115.0,2.0
,,,2.0,,Phường Mỹ Đình 2,Quận Nam Từ Liêm,77.0,2.0
Vinhomes D'Capitale,,,2.0,,Phường Trung Hòa,Quận Cầu Giấy,85.0,2.0
,,,3.0,1.0,Phường Nhân Chính,Quận Thanh Xuân,120.0,-1.0
Viha Complex,,,3.0,,,Quận Thanh Xuân,97.0,3.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phường Hoàng Liệt,Quận Hoàng Mai,65.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,30.0,Phường Nhân Chính,Quận Thanh Xuân,106.0,-1.0
,Đông Nam,Giấy chứng nhận quyền sở hữu đất,3.0,10.0,Phường La Khê,Quận Hà Đông,105.0,-1.0
Masteri West Heights,,,3.0,,Phường Tây Mỗ,Quận Nam Từ Liêm,75.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,5.0,Phường Yên Hòa,Quận Cầu Giấy,105.0,-1.0
CTM 299 Cầu Giấy,,,3.0,,Phường Dịch Vọng,Quận Cầu Giấy,110.0,2.0
The Emerald CT8 Mỹ Đình,,,3.0,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,95.0,2.0
Goldmark City,,,3.0,,,Quận Bắc Từ Liêm,100.0,2.0
,,,3.0,16.0,Phường Láng Hạ,Quận Đống Đa,141.0,-1.0
Đường Nguyễn Trãi,,,3.0,,Phường Thanh Xuân Trung,Quận Thanh Xuân,120.0,-1.0
Thăng Long Capital,,,3.0,,Xã An Khánh,Huyện Hoài Đức,96.0,2.0
MHD Trung Văn,,,4.0,,Phường Trung Văn,Quận Nam Từ Liêm,123.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phường Sài Đồng,Quận Long Biên,83.0,-1.0
Iris Garden,,,2.0,,,Quận Nam Từ Liêm,66.0,2.0
,,Giấy tờ hợp lệ,3.0,1.0,Phường Thịnh Liệt,Quận Hoàng Mai,85.0,-1.0
Handi Resco Lê văn Lương,,,2.0,,Phường Nhân Chính,Quận Thanh Xuân,65.0,2.0
Cầu Giấy Center Point,,,2.0,,Phường Quan Hoa,Quận Cầu Giấy,65.0,2.0
Vinhomes West Point,,,4.0,,,Quận Nam Từ Liêm,135.0,3.0
,,,3.0,,Phường Dịch Vọng,Quận Cầu Giấy,110.0,-1.0
Vimeco II - Nguyễn Chánh,,,3.0,,Phường Trung Hòa,Quận Cầu Giấy,140.0,2.0
KĐT Xa La,,,2.0,,Phường Phúc La,Quận Hà Đông,67.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Phường Mỹ Đình 1,Quận Nam Từ Liêm,113.0,-1.0
Nhà ở xã hội @Home,,,3.0,,Phường Yên Sở,Quận Hoàng Mai,70.0,-1.0
The Emerald CT8 Mỹ Đình,,,2.0,,,Quận Nam Từ Liêm,79.0,2.0
Legend Tower 109 Nguyễn Tuân,,,2.0,,,Quận Thanh Xuân,73.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,27.0,Phường Phú Diễn,Quận Bắc Từ Liêm,94.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,1.0,7.0,Phường Mỹ Đình 1,Quận Nam Từ Liêm,38.0,-1.0
Khu đô thị Vinhomes SkyLake,,,3.0,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,95.0,-1.0
Vinhomes Ocean Park Gia Lâm,,,2.0,,Xã Dương Xá,Huyện Gia Lâm,70.0,2.0
Khai Sơn City,,,2.0,,Phường Ngọc Thụy,Quận Long Biên,77.0,2.0
Chung cư An Sinh,,,3.0,,Phường Cầu Diễn,Quận Nam Từ Liêm,122.0,2.0
,,,4.0,1.0,Phường Yên Nghĩa,Quận Hà Đông,121.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,35.0,Phường La Khê,Quận Hà Đông,90.0,-1.0
,,,3.0,,Phường Nhân Chính,Quận Thanh Xuân,125.0,-1.0
Golden Field Mỹ Đình,,,3.0,,Phường Cầu Diễn,Quận Nam Từ Liêm,121.0,2.0
An Bình Plaza,,,2.0,,,Quận Nam Từ Liêm,56.0,1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,4.0,Phường Khương Đình,Quận Thanh Xuân,80.0,-1.0
Handico Complex,,,2.0,,Phường Nhân Chính,Quận Thanh Xuân,70.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,8.0,Phường Hoàng Văn Thụ,Quận Hoàng Mai,63.0,-1.0
Bắc Hà Tower C37 Bộ Công An,,,3.0,,Phường Trung Văn,Quận Nam Từ Liêm,117.0,-1.0
The Sparks,,,2.0,,,Quận Hà Đông,62.0,1.0
C3 Lê Văn Lương (Golden Palace),,,3.0,,Phường Nhân Chính,Quận Thanh Xuân,122.0,2.0
,,,2.0,,Phường Mai Dịch,Quận Cầu Giấy,55.0,1.0
Handi Resco Lê văn Lương,,,3.0,,,Quận Thanh Xuân,100.0,2.0
,,,3.0,25.0,Phường Vĩnh Hưng,Quận Hoàng Mai,87.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,8.0,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,71.0,-1.0
Hà Nội Homeland,,,2.0,,Phường Thượng Thanh,Quận Long Biên,70.0,2.0
,,,2.0,1.0,Phường Dịch Vọng,Quận Cầu Giấy,85.0,-1.0
,Đông Nam,Giấy chứng nhận quyền sở hữu đất,2.0,,Phường Mỹ Đình 2,Quận Nam Từ Liêm,81.0,-1.0
90 Nguyễn Tuân,,,2.0,,Phường Thanh Xuân Trung,Quận Thanh Xuân,72.0,2.0
Trung Hòa Nhân Chính,,,3.0,,,Quận Cầu Giấy,151.0,3.0
Summit Building,,,3.0,,,Quận Cầu Giấy,114.0,2.0
KĐT Linh Đàm,,,3.0,,Phường Đại Kim,Quận Hoàng Mai,83.0,2.0
Times City,Nam,,2.0,,Phường Vĩnh Tuy,Quận Hai Bà Trưng,87.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,24.0,Phường Phúc La,Quận Hà Đông,70.0,-1.0
,,,2.0,,Phường Láng Hạ,Quận Đống Đa,70.0,2.0
The Pride,,,3.0,,Phường La Khê,Quận Hà Đông,103.0,3.0
Park View City,,,3.0,,Phường Yên Hòa,Quận Cầu Giấy,122.0,2.0
Summit Building,,,3.0,,,Quận Cầu Giấy,115.0,2.0
GoldSeason,,,2.0,,,Quận Thanh Xuân,60.0,2.0
The London - Vinhomes Ocean Park,,,1.0,,Xã Dương Xá,Huyện Gia Lâm,48.0,1.0
VOV Mễ Trì,,,2.0,,Phường Mễ Trì,Quận Nam Từ Liêm,85.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Phường Cầu Diễn,Quận Nam Từ Liêm,129.0,-1.0
Khu đô thị Eurowindow River Park,,,3.0,,,Huyện Đông Anh,81.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,11.0,Phường Nhân Chính,Quận Thanh Xuân,120.0,-1.0
Khu đô thị mới Linh Đàm,,,2.0,,,Quận Hoàng Mai,58.0,-1.0
Hoàng Thành Pearl,,,2.0,,Phường Cầu Diễn,Quận Nam Từ Liêm,80.0,2.0
Xuân Mai Complex,,,2.0,,Phường Yên Nghĩa,Quận Hà Đông,71.0,2.0
Imperia Sola Park,,,2.0,,Phường Tây Mỗ,Quận Nam Từ Liêm,54.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,11.0,Phường Tương Mai,Quận Hoàng Mai,87.0,-1.0
Phường Mỹ Đình 1,,,3.0,,,Quận Nam Từ Liêm,105.0,-1.0
Vinhomes Green Bay Mễ Trì,,,2.0,,Phường Mễ Trì,Quận Nam Từ Liêm,70.0,2.0
The Pride,,,3.0,,Phường La Khê,Quận Hà Đông,98.0,2.0
Vinhomes Ocean Park,,,1.0,,Xã Dương Xá,Huyện Gia Lâm,46.0,-1.0
Khu đô thị Kim Văn Kim Lũ,,,3.0,,Phường Đại Kim,Quận Hoàng Mai,74.0,-1.0
Golden Land,,,2.0,,,Quận Thanh Xuân,100.0,2.0
An Bình Plaza,,,3.0,,Phường Mỹ Đình 2,Quận Nam Từ Liêm,84.0,2.0
Sông Đà 7,,,3.0,,Phường Trung Hòa,Quận Cầu Giấy,116.0,2.0
Riverside Garden,Đông,,3.0,,Phường Khương Đình,Quận Thanh Xuân,86.0,2.0
Vinhomes Skylake,,,3.0,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,95.0,2.0
Vinhomes West Point,,,2.0,,Phường Mễ Trì,Quận Nam Từ Liêm,65.0,2.0
Ecohome 3,Bắc,,3.0,,,Quận Bắc Từ Liêm,77.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,10.0,Phường Đại Kim,Quận Hoàng Mai,83.0,-1.0
KĐT mới Cầu Giấy,,,3.0,,Phường Yên Hòa,Quận Cầu Giấy,100.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,15.0,Phường Mỹ Đình 2,Quận Nam Từ Liêm,127.0,-1.0
,Tây Bắc,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Xã Tân Triều,Huyện Thanh Trì,95.0,-1.0
SME Hoàng Gia,,,3.0,,,Quận Hà Đông,133.0,2.0
Golden Palace,,,3.0,,,Quận Nam Từ Liêm,118.0,2.0
Seasons Avenue,,,3.0,,Phường Mỗ Lao,Quận Hà Đông,120.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Phường Láng Hạ,Quận Đống Đa,95.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,12.0,Phường Cầu Diễn,Quận Nam Từ Liêm,135.0,-1.0
Vinhomes Ocean Park Gia Lâm,,,2.0,,Xã Dương Xá,Huyện Gia Lâm,70.0,2.0
Times City - Park Hill,Nam,,2.0,,,Quận Hai Bà Trưng,80.0,2.0
,,,2.0,,Phường Văn Quán,Quận Hà Đông,67.0,2.0
CT15 Việt Hưng Green Park,,,3.0,,Phường Giang Biên,Quận Long Biên,120.0,-1.0
Bình Vượng 200 Quang Trung,,,4.0,,,Quận Hà Đông,112.0,2.0
Mỹ Đình I,,,3.0,,Phường Cầu Diễn,Quận Nam Từ Liêm,105.0,2.0
,,,2.0,,Phường Láng Hạ,Quận Đống Đa,102.0,2.0
,,,3.0,30.0,Phường Xuân Tảo,Quận Bắc Từ Liêm,102.0,-1.0
Mulberry Lane,,,3.0,,Phường Mỗ Lao,Quận Hà Đông,137.0,-1.0
,,,4.0,,Phường Thịnh Quang,Quận Đống Đa,150.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phường Dịch Vọng,Quận Cầu Giấy,78.0,-1.0
Grand SunLake Văn Quán,,,2.0,,Phường Văn Quán,Quận Hà Đông,91.0,-1.0
Rose Town,,,2.0,,,Quận Hoàng Mai,79.0,2.0
