duAn,huong,phapLy,noBed,soLau,Street,Precinct,District,acreage_value,price_value,noBathroom,price_per_area
Eco City Việt Hưng,,,2.0,,,Phường Giang Biên,Quận Long Biên,73.0,3.66,2.0,50.136986301369866
Le Grand Jardin Sài Đồng,,,2.0,,Đường Huỳnh Văn Nghệ,Phường Sài Đồng,Quận Long Biên,85.0,4.5,2.0,52.94117647058823
Hà Nội Homeland,,,2.0,,,,Quận Long Biên,69.0,3.7,,53.6231884057971
Chung cư Ruby City CT3,,,2.0,,Đường Phúc Lợi,Phường Giang Biên,Quận Long Biên,54.0,2.3,2.0,42.592592592592595
Eco City Việt Hưng,,,2.0,,,Phường Giang Biên,Quận Long Biên,78.0,3.75,,48.07692307692308
,,,2.0,,,Phường Đức Giang,Quận Long Biên,50.0,2.3,1.0,46.0
Eco City Việt Hưng,,,2.0,,,,Quận Long Biên,73.0,3.6,2.0,49.31506849315068
Green House,,,2.0,,,Phường Đức Giang,Quận Long Biên,80.0,3.6,2.0,45.0
Việt Hưng,,,2.0,,Phố Việt Hưng,Phường Giang Biên,Quận Long Biên,80.0,3.1,1.0,38.75
Eco City Việt Hưng,,,2.0,,,Phường Giang Biên,Quận Long Biên,73.0,3.3,2.0,45.205479452054796
Eco City Việt Hưng,Nam,,2.0,,,Phường Giang Biên,Quận Long Biên,73.0,3.63,2.0,49.726027397260275
Sài Đồng,,,2.0,,Phố Sài Đồng,Phường Sài Đồng,Quận Long Biên,70.0,2.8,1.0,40.0
Eco City Việt Hưng,,,2.0,,,Phường Giang Biên,Quận Long Biên,73.0,3.6,2.0,49.31506849315068
Sunshine Green Iconic,,,2.0,,Đường Phúc Đồng,Phường Phúc Đồng,Quận Long Biên,80.0,5.45,2.0,68.125
Vinhomes Symphony Riverside,,,2.0,,Đường Chu Huy Mân,Phường Việt Hưng,Quận Long Biên,67.0,5.7,2.0,85.07462686567165
AQH Riverside,,,2.0,,,Phường Thượng Thanh,Quận Long Biên,63.0,3.1,2.0,49.20634920634921
Ecohome Phúc Lợi,,,2.0,,,Phường Phúc Lợi,Quận Long Biên,68.0,2.7,2.0,39.705882352941174
Sunshine Green Iconic,,,2.0,,,Phường Phúc Đồng,Quận Long Biên,80.0,5.7,2.0,71.25
Sunshine Green Iconic,,,2.0,,Đường Nguyễn Lam,Phường Phúc Đồng,Quận Long Biên,79.0,5.4,2.0,68.35443037974683
Đường Phạm Hùng,Đông,Giấy chứng nhận quyền sở hữu đất,2.0,8.0,Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm,52.0,0.8,,15.384615384615385
Đường Mễ Trì Hạ,Tây,,2.0,7.0,Đường Mễ Trì Hạ,Phường Mễ Trì,Quận Nam Từ Liêm,38.0,0.6,,15.789473684210526
Đường Đại lộ Thăng Long,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Đại lộ Thăng Long,Phường Tây Mỗ,Quận Nam Từ Liêm,64.0,3.0,,46.875
Vinhomes Smart City,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,71.0,5.15,,72.53521126760563
Vinhomes Smart City,,,2.0,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,64.0,3.98,,62.1875
Vinhomes Smart City,Tây Bắc,,2.0,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,63.0,4.28,,67.93650793650794
Vinhomes Smart City,Đông Nam,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,54.0,3.0,,55.55555555555556
Vinhomes Smart City,Tây Bắc,,2.0,19.0,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,55.0,3.6,,65.45454545454545
Vinhomes Smart City,Tây Nam,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,55.0,3.85,,70.0
Vinhomes Smart City,,,2.0,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,64.0,4.6,,71.875
Vinhomes Smart City,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,55.0,3.58,,65.0909090909091
Vinhomes Smart City,Đông Nam,,2.0,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,60.0,4.85,,80.83333333333333
Vinhomes Smart City,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,55.0,3.7,,67.27272727272727
đường Tây Mỗ,,Giấy chứng nhận quyền sở hữu đất,2.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,62.0,4.8,,77.41935483870968
Phường Mỹ Đình 1,,,2.0,,,,Quận Nam Từ Liêm,70.0,2.9,,41.42857142857143
Khu đô thị Mỹ Đình Sông Đà,,,2.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,85.0,3.35,,39.411764705882355
The Emerald CT8 Mỹ Đình,,,2.0,,Đường Đình Thôn,Phường Mỹ Đình 1,Quận Nam Từ Liêm,80.0,3.1,,38.75
HH2 Bắc Hà,,,2.0,,,Phường Trung Văn,Quận Nam Từ Liêm,103.0,3.5,,33.980582524271846
Khu đô thị Mỹ Đình I,,,2.0,,Đường Trần Hữu Dực,Phường Mỹ Đình 1,Quận Nam Từ Liêm,105.0,2.85,,27.142857142857142
Đường Phạm Hùng,,,2.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,55.0,2.45,,44.54545454545455
Vinhomes Smart City,,,2.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,59.0,2.25,,38.13559322033898
Đường Phạm Hùng,,,2.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,85.0,3.0,,35.294117647058826
Khu đô thị Vinhomes SkyLake,,,2.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,72.0,3.75,,52.083333333333336
Đường Phạm Hùng,,,2.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,48.0,0.8,,16.666666666666668
Khu đô thị Mỹ Đình I,,,2.0,,Đường Hàm Nghi,Phường Mỹ Đình 1,Quận Nam Từ Liêm,68.0,2.25,,33.088235294117645
The Emerald CT8 Mỹ Đình,,,2.0,,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,81.0,2.9,,35.80246913580247
C14 - Bộ Công An,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,70.0,2.0,,28.571428571428573
Khu đô thị Mỹ Đình I,,,2.0,,Đường Trần Hữu Dực,Phường Mỹ Đình 1,Quận Nam Từ Liêm,105.0,2.6,,24.761904761904763
Khu đô thị Vinhomes SkyLake,,,2.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,65.0,3.8,,58.46153846153846
Khu đô thị Vinhomes Gardenia,,,2.0,,Đường Hàm Nghi,,Quận Nam Từ Liêm,51.0,2.45,,48.03921568627451
HH2 Bắc Hà,,,2.0,,,Phường Trung Văn,Quận Nam Từ Liêm,106.0,3.2,,30.18867924528302
Khu đô thị Vinhomes Gardenia,,,2.0,,Đường Hàm Nghi,,Quận Nam Từ Liêm,74.0,3.19,,43.108108108108105
Ecolife Capitol,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,76.0,3.0,,39.473684210526315
The Emerald CT8 Mỹ Đình,,,2.0,,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,82.0,3.2,,39.02439024390244
Golden Palace Mễ Trì,,,2.0,,,Phường Mễ Trì,Quận Nam Từ Liêm,86.0,3.7,,43.02325581395349
Chung cư Bộ Tổng Tham Mưu,,,2.0,,Đường Nhân Mỹ,Phường Mỹ Đình 1,Quận Nam Từ Liêm,70.0,2.25,,32.142857142857146
The Emerald CT8 Mỹ Đình,,,2.0,,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,86.0,4.2,,48.83720930232558
Bắc Hà Tower C37 Bộ Công An,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,103.0,2.85,,27.66990291262136
C14 - Bộ Công An,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,70.0,2.45,,35.0
Khu đô thị Trung Văn - Vinaconex 3,,,2.0,,,Phường Trung Văn,Quận Nam Từ Liêm,70.0,2.6,,37.142857142857146
Khu đô thị Mỹ Đình I,,,2.0,,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 1,Quận Nam Từ Liêm,69.0,2.39,,34.63768115942029
Khu đô thị Mỹ Đình I,,,2.0,,Đường Hàm Nghi,Phường Mỹ Đình 1,Quận Nam Từ Liêm,68.0,2.2,,32.35294117647059
Khu đô thị Mỹ Đình I,,,2.0,,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,60.0,2.9,,48.333333333333336
C14 - Bộ Công An,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,70.0,2.4,,34.285714285714285
FLC Complex,,,2.0,,Đường Phạm Hùng,,Quận Nam Từ Liêm,67.0,3.1,,46.26865671641791
Khu đô thị Vinhomes SkyLake,,,2.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,63.0,4.15,,65.87301587301587
An Lạc - Mỹ Đình,,,2.0,,Đường Lưu Hữu Phước,Phường Mỹ Đình 1,Quận Nam Từ Liêm,60.0,2.3,,38.333333333333336
C14 - Bộ Công An,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,70.0,2.35,,33.57142857142857
Vinhomes Smart City,,,2.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,61.0,2.6,,42.622950819672134
Vinhomes Smart City,,,2.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,63.0,2.85,,45.23809523809524
C14 - Bộ Công An,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,70.0,2.4,,34.285714285714285
đường Mỹ Đình,,,2.0,,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,50.0,1.11,,22.2
Khu đô thị Vinhomes Gardenia,,,2.0,,,,Quận Nam Từ Liêm,77.0,4.2,,54.54545454545455
Khu đô thị Mỹ Đình I,,,2.0,,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 1,Quận Nam Từ Liêm,60.0,2.05,,34.166666666666664
Đường Tố Hữu,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,54.0,1.75,,32.407407407407405
HH2 Bắc Hà,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,105.0,3.15,,30.0
HH2 Bắc Hà,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,105.0,3.3,,31.428571428571427
C14 - Bộ Công An,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,70.0,2.4,,34.285714285714285
MHD Trung Văn,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,72.0,1.75,,24.305555555555557
Khu đô thị Vinhomes SkyLake,,,2.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,75.0,3.8,,50.666666666666664
Chung cư Bộ Tổng Tham Mưu,,,2.0,,Đường Nhân Mỹ,Phường Mỹ Đình 1,Quận Nam Từ Liêm,70.0,2.35,,33.57142857142857
Ecolife Capitol,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,70.0,1.9,,27.142857142857142
Iris Garden,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Trần Hữu Dực,,Quận Nam Từ Liêm,62.0,3.6,,58.064516129032256
Khu đô thị Mỹ Đình I,,,2.0,,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 1,Quận Nam Từ Liêm,69.0,2.35,,34.05797101449275
Khu đô thị Mỹ Đình I,,,2.0,,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 1,Quận Nam Từ Liêm,70.0,2.39,,34.142857142857146
HH2 Bắc Hà,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,105.0,2.8,,26.666666666666668
Khu đô thị Trung Văn Hancic,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,87.0,2.6,,29.885057471264368
Khu đô thị Mỹ Đình I,,,2.0,,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 1,Quận Nam Từ Liêm,58.0,2.05,,35.3448275862069
Chung cư Bộ Tổng Tham Mưu,,,2.0,,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,70.0,2.18,,31.142857142857142
HH2 Bắc Hà,,,2.0,,,Phường Trung Văn,Quận Nam Từ Liêm,103.0,3.0,,29.12621359223301
HH2 Bắc Hà,,,2.0,,,,Quận Nam Từ Liêm,105.0,3.59,,34.19047619047619
Khu đô thị Mỹ Đình I,,,2.0,,Đường Hàm Nghi,Phường Mỹ Đình 1,Quận Nam Từ Liêm,66.0,2.66,,40.303030303030305
Đường Nguyễn Cơ Thạch,,,2.0,,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 1,Quận Nam Từ Liêm,63.0,2.2,,34.92063492063492
Đường Nguyễn Cơ Thạch,,,2.0,,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 1,Quận Nam Từ Liêm,65.0,2.25,,34.61538461538461
Phường Mỹ Đình 1,,,2.0,,,,Quận Nam Từ Liêm,70.0,2.8,,40.0
Khu đô thị Vinhomes SkyLake,,,2.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,72.0,3.5,,48.611111111111114
Khu đô thị Vinhomes SkyLake,,,2.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,80.0,5.5,,68.75
Phường Mỹ Đình 1,,,2.0,,,,Quận Nam Từ Liêm,70.0,2.35,,33.57142857142857
Đường Nguyễn Cơ Thạch,,,2.0,,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 1,Quận Nam Từ Liêm,88.0,2.8,,31.818181818181817
Vinhomes Smart City,,,2.0,,,,Quận Nam Từ Liêm,68.0,3.8,,55.88235294117647
Chung cư Bộ Tổng Tham Mưu,,,2.0,,Đường Nhân Mỹ,Phường Mỹ Đình 1,Quận Nam Từ Liêm,70.0,2.53,,36.142857142857146
Khu đô thị Vinhomes SkyLake,,,2.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,75.0,3.9,,52.0
MD Complex Mỹ Đình,,,2.0,,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,94.0,3.29,,35.0
Khu đô thị Mỹ Đình I,,,2.0,,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 1,Quận Nam Từ Liêm,63.0,2.25,,35.714285714285715
Ecolife Capitol,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,76.0,2.95,,38.81578947368421
Khu đô thị Mỹ Đình I,,,2.0,,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 1,Quận Nam Từ Liêm,63.0,2.35,,37.301587301587304
Khu đô thị Vinhomes SkyLake,,,2.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,67.0,3.9,,58.208955223880594
Phường Mỹ Đình 1,,,2.0,,,,Quận Nam Từ Liêm,65.0,2.2,,33.84615384615385
The Garden Hills,,,2.0,,,Phường Mỹ Đình 2,Quận Nam Từ Liêm,70.0,2.9,,41.42857142857143
The Sakura,,,2.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,60.0,2.55,,42.5
The Emerald CT8 Mỹ Đình,,,2.0,,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,78.0,3.2,,41.02564102564103
C14 - Bộ Công An,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,70.0,2.3,,32.857142857142854
Khu đô thị Mỹ Đình Sông Đà,,,2.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,57.0,1.9,,33.333333333333336
An Lạc - Mỹ Đình,,,2.0,,Đường Lưu Hữu Phước,Phường Mỹ Đình 1,Quận Nam Từ Liêm,85.0,2.55,,30.0
Chung cư Bộ Tổng Tham Mưu,,,2.0,,Đường Nhân Mỹ,Phường Mỹ Đình 1,Quận Nam Từ Liêm,76.0,2.65,,34.86842105263158
Hoàng Thành Pearl,,,2.0,,Đường Nguyễn Văn Giáp,,Quận Nam Từ Liêm,80.0,4.4,,55.0
VOV Mễ Trì Plaza,,,2.0,,Đường Lương Thế Vinh,Phường Mễ Trì,Quận Nam Từ Liêm,69.0,2.79,,40.43478260869565
Chung cư Bộ Tổng Tham Mưu,,,2.0,,Đường Nhân Mỹ,Phường Mỹ Đình 1,Quận Nam Từ Liêm,74.0,2.2,,29.72972972972973
C14 - Bộ Công An,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,75.0,2.4,,32.0
Khu đô thị Mỹ Đình I,,,2.0,,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 1,Quận Nam Từ Liêm,58.0,1.99,,34.310344827586206
An Lạc - Mỹ Đình,,,2.0,,Đường Lưu Hữu Phước,Phường Mỹ Đình 1,Quận Nam Từ Liêm,83.0,2.5,,30.120481927710845
Khu đô thị Mỹ Đình I,,,2.0,,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 1,Quận Nam Từ Liêm,63.0,2.18,,34.6031746031746
Đường Phạm Hùng,,,2.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,71.0,2.7,,38.028169014084504
Ecolife Capitol,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,74.0,2.8,,37.83783783783784
đường Mỹ Đình,,,2.0,,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,50.0,1.35,,27.0
Khu đô thị Mỹ Đình I,,,2.0,,Đường Hàm Nghi,Phường Mỹ Đình 1,Quận Nam Từ Liêm,63.0,2.3,,36.507936507936506
Khu đô thị Mỹ Đình I,,,2.0,,Đường Hàm Nghi,Phường Mỹ Đình 1,Quận Nam Từ Liêm,86.0,2.7,,31.3953488372093
Khu đô thị Mỹ Đình Sông Đà,,,2.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,92.0,3.6,,39.130434782608695
C14 - Bộ Công An,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,82.0,2.6,,31.70731707317073
Ecolife Capitol,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,75.0,3.4,,45.333333333333336
Khu đô thị Vinhomes SkyLake,,,2.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,72.0,3.6,,50.0
Chung cư Bộ Tổng Tham Mưu,,,2.0,,Đường Nhân Mỹ,Phường Mỹ Đình 1,Quận Nam Từ Liêm,80.0,2.6,,32.5
Khu đô thị Mỹ Đình I,,,2.0,,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 1,Quận Nam Từ Liêm,63.0,2.45,,38.888888888888886
Khu đô thị Mỹ Đình I,,,2.0,,Đường Hàm Nghi,Phường Mỹ Đình 1,Quận Nam Từ Liêm,70.0,2.43,,34.714285714285715
The Emerald CT8 Mỹ Đình,,,2.0,,,,Quận Nam Từ Liêm,85.0,3.2,,37.64705882352941
Khu đô thị Mễ Trì Hạ,,,2.0,,Đường Mễ Trì Hạ,,Quận Nam Từ Liêm,75.0,2.8,,37.333333333333336
An Lạc - Mỹ Đình,,,2.0,,Đường Lưu Hữu Phước,Phường Mỹ Đình 1,Quận Nam Từ Liêm,83.0,2.6,,31.325301204819276
X2 Mỹ Đình,,,2.0,,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,70.0,2.0,,28.571428571428573
Đường 70,,,2.0,,Đường 70,Phường Tây Mỗ,Quận Nam Từ Liêm,55.0,2.45,,44.54545454545455
Chung cư Bộ Tổng Tham Mưu,,,2.0,,Đường Nhân Mỹ,Phường Mỹ Đình 1,Quận Nam Từ Liêm,70.0,2.35,,33.57142857142857
Khu đô thị Vinhomes SkyLake,,,2.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,74.0,4.8,,64.86486486486487
C14 - Bộ Công An,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,70.0,2.4,,34.285714285714285
Khu đô thị Mỹ Đình Sông Đà,,,2.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,57.0,2.09,,36.666666666666664
Phường Trung Văn,,,2.0,,,,Quận Nam Từ Liêm,70.0,2.12,,30.285714285714285
Khu đô thị Trung Văn - Vinaconex 3,,,2.0,,Đường Cương Kiên,Phường Trung Văn,Quận Nam Từ Liêm,79.0,2.6,,32.91139240506329
Đường Tố Hữu,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,76.0,3.38,,44.473684210526315
Đường Lưu Hữu Phước,,,2.0,,Đường Lưu Hữu Phước,Phường Mỹ Đình 1,Quận Nam Từ Liêm,84.0,2.55,,30.357142857142858
Đường Nguyễn Cơ Thạch,,,2.0,,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 1,Quận Nam Từ Liêm,63.0,2.45,,38.888888888888886
Vinhomes Smart City,,,2.0,,,,Quận Nam Từ Liêm,55.0,2.4,,43.63636363636363
The Emerald CT8 Mỹ Đình,,,2.0,,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,87.0,3.0,,34.48275862068966
đường Mỹ Đình,,,2.0,,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,70.0,2.35,,33.57142857142857
The Sakura,,,2.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,63.0,3.4,,53.96825396825397
HH2 Bắc Hà,,,2.0,,,Phường Trung Văn,Quận Nam Từ Liêm,103.0,2.7,,26.21359223300971
The Emerald CT8 Mỹ Đình,,,2.0,,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,80.0,3.4,,42.5
Bắc Hà Tower C37 Bộ Công An,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,85.0,3.0,,35.294117647058826
The Emerald CT8 Mỹ Đình,,,2.0,,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,80.0,3.15,,39.375
Khu đô thị Trung Văn - Vinaconex 3,,,2.0,,Đường Cương Kiên,Phường Trung Văn,Quận Nam Từ Liêm,70.0,2.5,,35.714285714285715
X2 Mỹ Đình,,,2.0,,Đường Liên Cơ,Phường Mỹ Đình 1,Quận Nam Từ Liêm,70.0,2.4,,34.285714285714285
C14 - Bộ Công An,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,75.0,2.17,,28.933333333333334
Phường Mỹ Đình 1,,,2.0,,,,Quận Nam Từ Liêm,70.0,1.5,,21.428571428571427
Chung cư Bộ Tổng Tham Mưu,,,2.0,,Đường Nhân Mỹ,Phường Mỹ Đình 1,Quận Nam Từ Liêm,77.0,2.68,,34.8051948051948
Ecolife Capitol,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,60.0,2.1,,35.0
Ecolife Capitol,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,76.0,3.23,,42.5
Ecolife Capitol,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,74.0,3.18,,42.972972972972975
Ecolife Capitol,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,76.0,3.23,,42.5
Ecolife Capitol,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,70.0,2.1,,30.0
Khu đô thị Vinhomes SkyLake,,,2.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,68.0,3.9,,57.35294117647059
Khu đô thị Vinhomes SkyLake,,,2.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,74.0,4.8,,64.86486486486487
Đường Nguyễn Cơ Thạch,,,2.0,,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 1,Quận Nam Từ Liêm,70.0,2.0,,28.571428571428573
The Emerald CT8 Mỹ Đình,,,2.0,,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,78.0,3.2,,41.02564102564103
Ecolife Capitol,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,60.0,2.16,,36.0
Ecolife Capitol,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,60.0,2.16,,36.0
C14 - Bộ Công An,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,70.0,2.28,,32.57142857142857
Phường Mỹ Đình 1,,,2.0,,,,Quận Nam Từ Liêm,40.0,1.2,,30.0
Khu đô thị Vinhomes SkyLake,,,2.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,81.0,4.6,,56.79012345679013
Ecolife Capitol,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,60.0,2.1,,35.0
The Emerald CT8 Mỹ Đình,,,2.0,,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,87.0,3.0,,34.48275862068966
Đường Hàm Nghi,,,2.0,,Đường Hàm Nghi,Phường Mỹ Đình 1,Quận Nam Từ Liêm,62.0,2.85,,45.96774193548387
C14 - Bộ Công An,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,70.0,2.35,,33.57142857142857
Ecolife Capitol,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,60.0,2.16,,36.0
C14 - Bộ Công An,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,70.0,2.35,,33.57142857142857
Ecolife Capitol,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,60.0,2.1,,35.0
Đường Phạm Hùng,,,2.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,65.0,3.85,,59.23076923076923
Ecolife Capitol,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,60.0,2.1,,35.0
