duAn,huong,phapLy,noBed,soLau,Street,Precinct,District,acreage_value,price_value,noBathroom
,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường 70,Phường Xuân Phương,Quận Nam Từ Liêm,58.0,2.7,
,,Giấy chứng nhận quyền sở hữu đất,3.0,12.0,Đường Hàm Nghi,Phường Mỹ Đình 1,Quận Nam Từ Liêm,143.0,6.1,
,,,3.0,6.0,Đường Quốc lộ 32,Xã Kim Chung,Huyện Hoài Đức,136.0,6.8,
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phố Võ Thị Sáu,Phường Thanh Nhàn,Quận Hai Bà Trưng,90.0,3.25,
,,Giấy chứng nhận quyền sở hữu đất,2.0,7.0,Đường Hoàng Quốc Việt,Phường Nghĩa Đô,Quận Cầu Giấy,84.0,4.8,
,,Giấy chứng nhận quyền sở hữu đất,3.0,6.0,Đường Trần Thủ Độ,Phường Đại Kim,Quận Hoàng Mai,85.0,3.3,
,,Giấy chứng nhận quyền sở hữu đất,3.0,7.0,Đường Trần Thủ Độ,Xã Ngọc Hồi,Huyện Thanh Trì,86.0,3.6,
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,80.0,4.95,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Đường Sài Đồng,Phường Việt Hưng,Quận Long Biên,86.0,3.98,
,,Giấy chứng nhận quyền sở hữu đất,2.0,27.0,Đường Triều Khúc,Phường Thanh Xuân Nam,Quận Thanh Xuân,84.0,5.58,
,,Giấy chứng nhận quyền sở hữu đất,2.0,21.0,,,Quận Hà Đông,69.0,3.15,
,,Giấy chứng nhận quyền sở hữu đất,2.0,30.0,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,80.0,5.2,
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,110.0,5.6,
,Đông Nam,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Lê Trọng Tấn,Xã An Khánh,Huyện Hoài Đức,66.0,3.25,
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Đường Nguyễn Chánh,Phường Trung Hòa,Quận Cầu Giấy,144.0,8.7,
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phố Láng Hạ,Phường Thành Công,Quận Ba Đình,122.0,8.8,
,,,2.0,1.0,Phố Tân Mai,Phường Tân Mai,Quận Hoàng Mai,122.0,2.5,
,,,2.0,1.0,Phố Tân Mai,Phường Tân Mai,Quận Hoàng Mai,122.0,2.5,
,,Giấy chứng nhận quyền sở hữu đất,3.0,4.0,Đường Khu tập thể Thành Công,Phường Thành Công,Quận Ba Đình,89.0,2.89,
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa,65.0,4.85,
,,Giấy chứng nhận quyền sở hữu đất,3.0,4.0,Phố 8/3,Phường Quỳnh Mai,Quận Hai Bà Trưng,85.0,2.48,
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Đường Thạch Bàn,Phường Thạch Bàn,Quận Long Biên,29.0,1.35,
,,Giấy chứng nhận quyền sở hữu đất,3.0,10.0,Đường Phạm Văn Đồng,Phường Cổ Nhuế 2,Quận Bắc Từ Liêm,101.0,4.5,
,,,3.0,,Phố Núi Trúc,Phường Kim Mã,Quận Ba Đình,83.0,3.99,
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phố Doãn Kế Thiện,Phường Mai Dịch,Quận Cầu Giấy,60.0,3.35,
,,,2.0,,Phố Tân Mai,Phường Hoàng Văn Thụ,Quận Hoàng Mai,53.0,2.95,
,,,3.0,,Đường Tứ Hiệp,Xã Tứ Hiệp,Huyện Thanh Trì,108.0,5.4,
,,,3.0,,Đường Trần Thủ Độ,Phường Hoàng Liệt,Quận Hoàng Mai,78.0,3.3,
,,,3.0,,Đường Thịnh Liệt,Phường Thịnh Liệt,Quận Hoàng Mai,68.0,3.34,
,,,3.0,,Đường Thịnh Liệt,Phường Thịnh Liệt,Quận Hoàng Mai,83.0,3.8,
,,,1.0,1.0,Đường Xuân Thủy,Phường Dịch Vọng,Quận Cầu Giấy,40.0,1.3,
,,,2.0,7.0,Đường Hoàng Quốc Việt,Phường Nghĩa Đô,Quận Cầu Giấy,52.0,1.83,
,,,2.0,5.0,Đường Lê Đức Thọ,Phường Mai Dịch,Quận Cầu Giấy,71.0,3.75,
,,Giấy chứng nhận quyền sở hữu đất,,,Đường Biến Thế,Phường Thanh Xuân Trung,Quận Thanh Xuân,93.0,8.2,
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Đường Võ Chí Công,Phường Phú Thượng,Quận Tây Hồ,48.0,2.8,
,,Giấy chứng nhận quyền sở hữu đất,3.0,19.0,,Phường La Khê,Quận Hà Đông,100.0,5.45,
,,,2.0,16.0,,Phường Hoàng Văn Thụ,Quận Hoàng Mai,71.0,3.15,
,Đông Nam,Giấy chứng nhận quyền sở hữu đất,2.0,,Phố Ngô Quyền,Phường Lý Thái Tổ,Quận Hoàn Kiếm,65.0,7.2,
,,,2.0,15.0,Phố Đại Từ,Phường Đại Kim,Quận Hoàng Mai,66.0,3.5,
,,,3.0,18.0,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,133.0,8.9,
,,Giấy chứng nhận quyền sở hữu đất,2.0,10.0,Đường Đình Thôn,Phường Mỹ Đình 1,Quận Nam Từ Liêm,82.0,4.2,
,,Giấy chứng nhận quyền sở hữu đất,4.0,15.0,Đường Tố Hữu,Phường Đại Mỗ,Quận Nam Từ Liêm,136.0,7.0,
,,Giấy chứng nhận quyền sở hữu đất,2.0,20.0,Đường Nguyễn Xiển,Phường Đại Kim,Quận Hoàng Mai,67.0,3.76,
,,Giấy chứng nhận quyền sở hữu đất,2.0,15.0,Đường Nguyễn Cảnh Dị,Phường Định Công,Quận Hoàng Mai,61.0,3.0,
,,Giấy chứng nhận quyền sở hữu đất,2.0,15.0,Đường Nguyễn Xiển,Phường Đại Kim,Quận Hoàng Mai,84.0,4.1,
,,,2.0,,,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,74.0,5.0,
,,,3.0,,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm,94.0,6.3,
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,,Phường Hoàng Liệt,Quận Hoàng Mai,101.0,6.5,
,,,4.0,1.0,,Phường Phú Diễn,Quận Bắc Từ Liêm,150.0,7.6,
,Đông Bắc,Giấy tờ hợp lệ,2.0,1.0,,Phường Ngã Tư Sở,Quận Đống Đa,45.0,3.5,
,,Giấy chứng nhận quyền sở hữu đất,3.0,30.0,Phố Láng Hạ,Phường Thành Công,Quận Ba Đình,122.0,8.9,
,,Giấy chứng nhận quyền sở hữu đất,3.0,6.0,Đường Linh Đàm,Phường Đại Kim,Quận Hoàng Mai,83.0,4.78,
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phố Tô Hiệu,Phường Nghĩa Tân,Quận Cầu Giấy,60.0,4.9,
,,Giấy chứng nhận quyền sở hữu đất,3.0,2.0,Phố Chùa Bộc,Phường Phương Mai,Quận Đống Đa,80.0,4.2,
,,Giấy chứng nhận quyền sở hữu đất,2.0,2.0,Phố Trần Cung,Phường Nghĩa Tân,Quận Cầu Giấy,70.0,2.45,
,,Giấy chứng nhận quyền sở hữu đất,3.0,10.0,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 2,Quận Nam Từ Liêm,82.0,4.7,
,,Giấy chứng nhận quyền sở hữu đất,3.0,4.0,Đường Nguyễn Cảnh Dị,Phường Đại Kim,Quận Hoàng Mai,75.0,3.5,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Đường Phạm Văn Đồng,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,75.0,3.45,
,,Giấy chứng nhận quyền sở hữu đất,4.0,3.0,Đường Quốc lộ 6,Phường Yên Nghĩa,Quận Hà Đông,121.0,3.98,
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Phố Thái Hà,Phường Láng Hạ,Quận Đống Đa,106.0,7.5,
,,Giấy chứng nhận quyền sở hữu đất,2.0,5.0,Đường Nguyễn Quốc Trị,Phường Trung Hòa,Quận Cầu Giấy,64.0,3.6,
,,Giấy chứng nhận quyền sở hữu đất,2.0,6.0,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 1,Quận Nam Từ Liêm,77.0,4.1,
,,Giấy chứng nhận quyền sở hữu đất,3.0,12.0,Đường Cầu Giấy,Phường Quan Hoa,Quận Cầu Giấy,135.0,7.95,
,Tây Nam,Giấy chứng nhận quyền sở hữu đất,2.0,5.0,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,60.0,3.45,
,Đông Nam,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phố Láng Hạ,Phường Thành Công,Quận Ba Đình,122.0,8.9,
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm,153.0,6.9,
,,Giấy chứng nhận quyền sở hữu đất,3.0,30.0,Đường Nguyễn Chánh,Phường Trung Hòa,Quận Cầu Giấy,144.0,8.75,
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Phố Hạ Đình,Phường Thanh Xuân Trung,Quận Thanh Xuân,120.0,3.75,
,,Giấy chứng nhận quyền sở hữu đất,3.0,20.0,Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm,128.0,6.3,
,,Giấy tờ hợp lệ,3.0,,Đường Phúc Lợi,Phường Phúc Lợi,Quận Long Biên,70.0,3.1,
,,Giấy chứng nhận quyền sở hữu đất,3.0,2.0,Đường Trần Hữu Dực,Phường Mỹ Đình 1,Quận Nam Từ Liêm,93.0,4.85,
,,Giấy chứng nhận quyền sở hữu đất,2.0,5.0,Đường Nam Trung Yên,Phường Trung Hòa,Quận Cầu Giấy,60.0,3.6,
,,Giấy chứng nhận quyền sở hữu đất,2.0,7.0,Đường Xuân La,Phường Xuân Tảo,Quận Bắc Từ Liêm,68.0,4.19,
,,Giấy chứng nhận quyền sở hữu đất,3.0,17.0,Đường Lê Đức Thọ,Phường Mai Dịch,Quận Cầu Giấy,120.0,5.8,
,,Giấy chứng nhận quyền sở hữu đất,3.0,19.0,Đường Khuất Duy Tiến,Phường Trung Hòa,Quận Cầu Giấy,117.0,8.05,
,,,3.0,16.0,,Phường Yên Hòa,Quận Cầu Giấy,119.0,10.0,
,Đông Nam,Giấy chứng nhận quyền sở hữu đất,2.0,26.0,Phố Đại Từ,Phường Đại Kim,Quận Hoàng Mai,75.0,4.42,
,,,2.0,10.0,,Phường Nhân Chính,Quận Thanh Xuân,88.0,5.7,
,,,2.0,,Đường Triều Khúc,Phường Thanh Xuân Nam,Quận Thanh Xuân,79.0,5.68,
,,Giấy chứng nhận quyền sở hữu đất,2.0,3.0,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,59.0,3.78,
,Nam,Giấy chứng nhận quyền sở hữu đất,2.0,25.0,Đường Phạm Văn Đồng,Phường Đông Ngạc,Quận Bắc Từ Liêm,80.0,6.0,
,,Giấy chứng nhận quyền sở hữu đất,2.0,15.0,Đường Trần Thủ Độ,Phường Hoàng Liệt,Quận Hoàng Mai,66.0,3.4,
,,Giấy tờ hợp lệ,3.0,15.0,Đường Hoàng Mai,Phường Hoàng Văn Thụ,Quận Hoàng Mai,91.0,5.4,
,,,3.0,8.0,Đường Cổ Nhuế,Phường Cổ Nhuế 2,Quận Bắc Từ Liêm,96.0,5.5,
,,Giấy tờ hợp lệ,3.0,,Đường Nghiêm Xuân Yêm,Xã Thanh Liệt,Huyện Thanh Trì,102.0,4.5,
,,Giấy chứng nhận quyền sở hữu đất,2.0,3.0,Phố Minh Tảo,Phường Xuân Tảo,Quận Bắc Từ Liêm,82.0,5.3,
,,Giấy chứng nhận quyền sở hữu đất,2.0,4.0,Đường Trần Hữu Dực,Phường Mỹ Đình 2,Quận Nam Từ Liêm,60.0,4.7,
,,Giấy chứng nhận quyền sở hữu đất,3.0,12.0,Đường Mỹ Đình,Phường Mỹ Đình 1,Quận Nam Từ Liêm,81.0,4.3,
,,Giấy chứng nhận quyền sở hữu đất,2.0,4.0,Đường Trần Hữu Dực,Phường Mỹ Đình 2,Quận Nam Từ Liêm,60.0,4.7,
,,Giấy chứng nhận quyền sở hữu đất,3.0,12.0,Đường Mỹ Đình,Phường Mỹ Đình 1,Quận Nam Từ Liêm,81.0,4.3,
,Đông Nam,Giấy chứng nhận quyền sở hữu đất,2.0,20.0,Phố Trần Đăng Ninh,Phường Dịch Vọng,Quận Cầu Giấy,66.0,4.15,
,,Giấy tờ hợp lệ,2.0,1.0,Đường Nguyễn Trãi,Phường Khương Đình,Quận Thanh Xuân,86.0,6.0,
,,,3.0,,Đường Nguyễn Chánh,Phường Trung Hòa,Quận Cầu Giấy,144.0,8.75,
,,,2.0,8.0,,Xã Ngũ Hiệp,Huyện Thanh Trì,70.0,2.7,
,,,2.0,21.0,Đường Tứ Hiệp,Xã Tứ Hiệp,Huyện Thanh Trì,70.0,3.5,
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Đường Nguyễn Cơ Thạch,Phường Cầu Diễn,Quận Nam Từ Liêm,85.0,4.8,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Bằng Liệt,Phường Hoàng Liệt,Quận Hoàng Mai,56.0,2.95,
,,Giấy chứng nhận quyền sở hữu đất,3.0,5.0,Phố Phạm Ngọc Thạch,Phường Trung Tự,Quận Đống Đa,80.0,3.46,
,,,2.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,73.0,6.2,
,,Giấy tờ hợp lệ,2.0,1.0,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,50.0,1.88,
,Đông,Giấy chứng nhận quyền sở hữu đất,3.0,4.0,Phố Đốc Ngữ,Phường Vĩnh Phúc,Quận Ba Đình,150.0,7.3,
,,,3.0,1.0,,Phường Quang Trung,Quận Hà Đông,114.0,4.55,
,,,2.0,2.0,Đường Kiến Hưng,Phường Kiến Hưng,Quận Hà Đông,56.0,2.33,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Ngô Huy Quỳnh,Phường Việt Hưng,Quận Long Biên,77.0,2.95,
,,,3.0,17.0,Đường Thành Thái,Phường Dịch Vọng,Quận Cầu Giấy,110.0,5.95,
,,,2.0,20.0,,Phường Trung Hòa,Quận Cầu Giấy,68.0,3.55,
,,,2.0,15.0,,Phường Trung Hòa,Quận Cầu Giấy,100.0,6.0,
,,,3.0,12.0,Đường Vũ Phạm Hàm,Phường Trung Hòa,Quận Cầu Giấy,120.0,6.3,
,,,2.0,16.0,Phố Dương Đình Nghệ,Phường Yên Hòa,Quận Cầu Giấy,100.0,6.2,
,,,2.0,33.0,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,72.0,6.0,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Phạm Văn Đồng,Phường Đông Ngạc,Quận Bắc Từ Liêm,90.0,6.7,
,Đông,Giấy chứng nhận quyền sở hữu đất,3.0,30.0,Đường Nguyễn Tam Trinh,Phường Mai Động,Quận Hoàng Mai,90.0,5.85,
,,,3.0,1.0,,Phường Láng Hạ,Quận Đống Đa,71.0,9.01,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Phố Đại La,Phường Trương Định,Quận Hai Bà Trưng,60.0,2.6,
,,,2.0,7.0,,Phường Giảng Võ,Quận Ba Đình,76.0,6.5,
,,,2.0,1.0,Phố Lý Nam Đế,Phường Hàng Mã,Quận Hoàn Kiếm,70.0,6.3,
,,Giấy chứng nhận quyền sở hữu đất,3.0,2.0,Phố Bùi Ngọc Dương,Phường Thanh Nhàn,Quận Hai Bà Trưng,45.0,2.45,
,,,2.0,15.0,Đường Linh Đàm,Phường Hoàng Liệt,Quận Hoàng Mai,70.0,4.1,
,Đông Nam,Giấy chứng nhận quyền sở hữu đất,2.0,10.0,,Phường Phạm Đình Hổ,Quận Hai Bà Trưng,95.0,7.2,
,,Giấy chứng nhận quyền sở hữu đất,2.0,16.0,Phố Trần Quý Kiên,Phường Dịch Vọng,Quận Cầu Giấy,51.0,3.45,
,,Giấy tờ hợp lệ,3.0,1.0,Phố Núi Trúc,Phường Kim Mã,Quận Ba Đình,82.0,3.5,
,,Giấy chứng nhận quyền sở hữu đất,3.0,33.0,,Phường Thanh Xuân Trung,Quận Thanh Xuân,93.0,8.1,
,,Giấy chứng nhận quyền sở hữu đất,2.0,20.0,Đường Xuân Tảo,Phường Xuân Tảo,Quận Bắc Từ Liêm,75.0,4.7,
,,,4.0,21.0,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 2,Quận Nam Từ Liêm,128.0,7.2,
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,55.0,3.45,
,Tây Bắc,Giấy chứng nhận quyền sở hữu đất,3.0,30.0,Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm,155.0,6.49,
,,Giấy chứng nhận quyền sở hữu đất,3.0,23.0,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,125.0,5.79,
,Tây,Giấy chứng nhận quyền sở hữu đất,3.0,10.0,,Phường Quảng An,Quận Tây Hồ,137.0,10.0,
,,,2.0,15.0,,Phường Quan Hoa,Quận Cầu Giấy,76.0,5.9,
,,,3.0,1.0,Đường Phạm Hùng,Phường Dịch Vọng,Quận Cầu Giấy,135.0,6.3,
,,,2.0,10.0,,Phường Trung Hòa,Quận Cầu Giấy,115.0,6.0,
,,,2.0,8.0,Phố Vương Thừa Vũ,Phường Khương Mai,Quận Thanh Xuân,50.0,1.55,
,,,2.0,26.0,Đường Định Công,Phường Định Công,Quận Hoàng Mai,72.0,4.2,
,,Giấy chứng nhận quyền sở hữu đất,2.0,16.0,Phố Trần Quý Kiên,Phường Dịch Vọng,Quận Cầu Giấy,51.0,3.45,
,,Giấy chứng nhận quyền sở hữu đất,2.0,20.0,Đường Lạc Long Quân,Phường Nghĩa Đô,Quận Cầu Giấy,107.0,9.8,
,,Giấy chứng nhận quyền sở hữu đất,2.0,9.0,Phố Trần Quý Kiên,Phường Dịch Vọng,Quận Cầu Giấy,66.0,4.15,
,,Giấy chứng nhận quyền sở hữu đất,2.0,20.0,Đường Hoàng Quốc Việt,Phường Nghĩa Đô,Quận Cầu Giấy,72.0,5.7,
,,Giấy chứng nhận quyền sở hữu đất,2.0,3.0,Phố Trần Quý Kiên,Phường Dịch Vọng,Quận Cầu Giấy,87.0,4.3,
,,Giấy chứng nhận quyền sở hữu đất,3.0,3.0,Phố Chùa Bộc,Phường Quang Trung,Quận Đống Đa,100.0,4.25,
,,,3.0,12.0,Phố Tân Mai,Phường Hoàng Văn Thụ,Quận Hoàng Mai,90.0,4.2,
,,Giấy chứng nhận quyền sở hữu đất,2.0,21.0,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy,76.0,5.4,
,,Giấy chứng nhận quyền sở hữu đất,3.0,10.0,Đường Mỹ Đình,Phường Mỹ Đình 1,Quận Nam Từ Liêm,90.0,4.5,
,,Giấy chứng nhận quyền sở hữu đất,2.0,4.0,Phố Hoàng Văn Thái,Phường Khương Trung,Quận Thanh Xuân,80.0,4.65,
,,,3.0,1.0,Phố Xa La,Phường Phúc La,Quận Hà Đông,88.0,3.9,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,,Phường Vĩnh Tuy,Quận Hai Bà Trưng,82.0,3.75,
,,Giấy chứng nhận quyền sở hữu đất,2.0,4.0,Đường Quốc lộ 21B,Xã Cự Khê,Huyện Thanh Oai,77.0,2.6,
,,,2.0,,,,Huyện Thanh Oai,80.0,2.5,
,,Giấy chứng nhận quyền sở hữu đất,2.0,6.0,Đường Đỗ Nhuận,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,85.0,5.95,
,,Giấy tờ hợp lệ,2.0,24.0,Đường Cổ Nhuế,Phường Cổ Nhuế 2,Quận Bắc Từ Liêm,49.0,1.8,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,65.0,3.15,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,80.0,4.1,
,,,2.0,,,Phường Ô Chợ Dừa,Quận Đống Đa,70.0,4.75,
,,,2.0,,,Phường Nhân Chính,Quận Thanh Xuân,60.0,4.15,
,Tây Bắc,Giấy chứng nhận quyền sở hữu đất,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,94.0,8.0,
,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,3.0,,Đường Lạc Long Quân,Phường Phú Thượng,Quận Tây Hồ,123.0,7.5,
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Phố Lê Thanh Nghị,Phường Bách Khoa,Quận Hai Bà Trưng,70.0,4.4,
,,,2.0,,Đường An Dương Vương,Phường Phú Thượng,Quận Tây Hồ,76.0,5.5,
,,,2.0,25.0,,Phường Quảng An,Quận Tây Hồ,88.0,9.0,
,,Giấy chứng nhận quyền sở hữu đất,3.0,21.0,Đường Nguyễn Trãi,Phường Văn Quán,Quận Hà Đông,109.0,6.1,
,,Giấy chứng nhận quyền sở hữu đất,2.0,28.0,Đường Văn Khê,Phường Phú La,Quận Hà Đông,77.0,3.75,
,,Giấy tờ hợp lệ,1.0,1.0,Phố Quan Nhân,Phường Nhân Chính,Quận Thanh Xuân,40.0,1.24,
,,Giấy chứng nhận quyền sở hữu đất,2.0,12.0,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân,87.0,4.72,
,,Giấy chứng nhận quyền sở hữu đất,2.0,10.0,Đường Xuân Đỉnh,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,74.0,4.1,
,,,2.0,1.0,Đường Nghĩa Tân,Phường Nghĩa Tân,Quận Cầu Giấy,80.0,4.95,
,,,2.0,10.0,,Phường Mỹ Đình 2,Quận Nam Từ Liêm,70.0,4.6,
,,,2.0,15.0,,Phường Mai Dịch,Quận Cầu Giấy,78.0,6.2,
,,Giấy chứng nhận quyền sở hữu đất,2.0,10.0,Đường Tây Mỗ,Phường Tây Mỗ,Quận Nam Từ Liêm,88.0,4.0,
,,Giấy chứng nhận quyền sở hữu đất,3.0,7.0,Đường Xuân Đỉnh,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,87.0,4.55,
,Nam,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Đường Mỹ Đình,Phường Mỹ Đình 1,Quận Nam Từ Liêm,90.0,4.5,
,,,2.0,3.0,Đường Quan Thổ 1,Phường Hàng Bột,Quận Đống Đa,55.0,2.75,
,Đông Nam,Giấy chứng nhận quyền sở hữu đất,3.0,9.0,Đường Xuân La,Phường Xuân Tảo,Quận Bắc Từ Liêm,78.0,6.0,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Đường Nguyễn Xiển,Phường Đại Kim,Quận Hoàng Mai,93.0,4.3,
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Đường Phạm Văn Đồng,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,118.0,5.85,
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Đường Láng Hạ,Phường Láng Hạ,Quận Đống Đa,101.0,7.6,
,,,2.0,3.0,Phố Hoàng Văn Thái,Phường Khương Trung,Quận Thanh Xuân,87.0,5.3,
,,,2.0,1.0,Đường Vĩnh Hồ,Phường Ngã Tư Sở,Quận Đống Đa,75.0,2.85,
,,,2.0,1.0,Phố Tôn Thất Tùng,Phường Khương Thượng,Quận Đống Đa,40.0,1.08,
,,Giấy chứng nhận quyền sở hữu đất,3.0,10.0,Đường Đặng Xuân Bảng,Phường Đại Kim,Quận Hoàng Mai,83.0,3.95,
,Đông Nam,Giấy chứng nhận quyền sở hữu đất,3.0,19.0,,Phường Nhân Chính,Quận Thanh Xuân,105.0,8.8,
,,Giấy chứng nhận quyền sở hữu đất,2.0,30.0,Phố Hoàng Văn Thái,Phường Khương Trung,Quận Thanh Xuân,80.0,4.65,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Lê Trọng Tấn,Phường Phú La,Quận Hà Đông,120.0,2.8,
,,,2.0,15.0,Phố Tây Sơn,Phường Ngã Tư Sở,Quận Đống Đa,82.0,5.4,
