duAn,huong,phapLy,noBed,soLau,Street,Precinct,District,City,acreage_value,acreage_unit,price_value,price_unit,noBathroom
Golden Field Mỹ Đình,,,2,,,Phường Cầu Diễn,Quận Nam Từ Liêm,Hà Nội,65.0,m2,4.55,tỷ,2
Vinhomes West Point,,,4,,Đường Đỗ Đức Dục,Phường Mễ Trì,Quận Nam Từ Liêm,Hà Nội,134.0,m2,12.8,tỷ,3
Vinhomes Ocean Park Gia Lâm,,,2,,Đường 5,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,70.0,m2,3.0,tỷ,2
Sunshine Riverside,Bắc,,3,,,,Quận Tây Hồ,Hà Nội,100.0,m2,6.85,tỷ,2
Vinhomes Symphony Riverside,,,2,,,Phường Việt Hưng,Quận Long Biên,Hà Nội,67.0,m2,5.7,tỷ,2
Hồng Hà Eco City,,,2,,Đường Văn Điển,Xã Tứ Hiệp,Huyện Thanh Trì,Hà Nội,60.0,m2,3.2,tỷ,1
Eco Green City,,,3,,,,Huyện Thanh Trì,Hà Nội,95.0,m2,5.5,tỷ,2
Eco Dream,,,3,,Đường Nguyễn Xiển,Xã Tân Triều,Huyện Thanh Trì,Hà Nội,150.0,m2,8.0,tỷ,2
Sun Grand City,,,4,,Đường Thụy Khuê,Phường Thụy Khuê,Quận Tây Hồ,Hà Nội,215.0,m2,46.0,tỷ,4
KĐT Tây Hồ Tây - Starlake Hà Nội,Bắc,,,,,,Quận Tây Hồ,Hà Nội,101.0,m2,,tỷ,
PCC1 Triều Khúc,,,2,,,,Quận Thanh Xuân,Hà Nội,62.0,m2,4.3,tỷ,2
,,,1,,Đường Nguyễn Chí Thanh,Phường Láng Hạ,Quận Đống Đa,Hà Nội,38.0,m2,1.1,tỷ,1
Golden Land,,,3,,,,Quận Thanh Xuân,Hà Nội,130.0,m2,9.0,tỷ,2
N05 Trần Duy Hưng,,,3,,Phố Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,169.0,m2,9.5,tỷ,2
Harmony Square,,,2,,Đường Nguyễn Tuân,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,75.0,m2,3.9,tỷ,2
Imperia Garden,,,2,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội,75.0,m2,6.25,tỷ,2
Chung cư Ban cơ yếu Chính phủ,,,3,,,Phường Thanh Xuân Bắc,Quận Thanh Xuân,Hà Nội,125.0,m2,8.5,tỷ,2
Harmony Square,,,2,,Đường Nguyễn Tuân,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,75.0,m2,3.4,tỷ,2
Gold Tower,,,3,,Đường Nguyễn Trãi,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội,141.0,m2,12.5,tỷ,2
BRG Diamond Residence,Nam,,3,,,,Quận Thanh Xuân,Hà Nội,144.0,m2,,tỷ,3
Grandeur Palace,,,3,,Phố Giảng Võ,Phường Kim Mã,Quận Ba Đình,Hà Nội,128.0,m2,,tỷ,3
,,,1,,,,Quận Thanh Xuân,Hà Nội,53.0,m2,2.35,tỷ,2
Hei Tower Điện Lực,,,3,,,,Quận Thanh Xuân,Hà Nội,90.0,m2,5.5,tỷ,2
Hateco Hoàng Mai,,,,,Đường Đỗ Mười,Phường Yên Sở,Quận Hoàng Mai,Hà Nội,105.0,m2,5.0,tỷ,
Trung Yên Plaza,,,3,,,,Quận Cầu Giấy,Hà Nội,191.0,m2,10.0,tỷ,
Vinhomes Metropolis - Liễu Giai,,,2,,Phố Liễu Giai,Phường Ngọc Khánh,Quận Ba Đình,Hà Nội,80.0,m2,11.5,tỷ,2
89 Phùng Hưng,,,2,,Phố Phùng Hưng,Phường Phúc La,Quận Hà Đông,Hà Nội,70.0,m2,2.93,tỷ,2
,,,2,,Phố Hồng Phúc,Phường Nguyễn Trung Trực,Quận Ba Đình,Hà Nội,45.0,m2,3.5,tỷ,1
HP Landmark Tower,,,2,,Đường Tố Hữu,Phường La Khê,Quận Hà Đông,Hà Nội,75.0,m2,,tỷ,
Cầu Giấy Center Point,,,2,,Đường Cầu Giấy,Phường Quan Hoa,Quận Cầu Giấy,Hà Nội,77.0,m2,5.9,tỷ,2
Mipec Rubik 360,Đông,,3,,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,95.0,m2,8.6,tỷ,2
Anland Premium,,,3,,Đường Tố Hữu,Phường La Khê,Quận Hà Đông,Hà Nội,75.0,m2,,tỷ,2
Grand Sunlake,,,2,,Đường Trần Phú,Phường Văn Quán,Quận Hà Đông,Hà Nội,91.0,m2,5.5,tỷ,2
Trung Hòa Nhân Chính,,,3,,Phố Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,153.0,m2,9.5,tỷ,3
The Pride,,,2,,Đường Tố Hữu,Phường La Khê,Quận Hà Đông,Hà Nội,72.0,m2,,tỷ,2
Mipec Rubik 360,Đông,,2,,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,77.0,m2,7.0,tỷ,2
Lancaster Hà Nội,,,3,,Đường Núi Trúc,Phường Giảng Võ,Quận Ba Đình,Hà Nội,170.0,m2,,tỷ,3
VP3 Linh Đàm,,,3,,,,Quận Hoàng Mai,Hà Nội,80.0,m2,4.35,tỷ,2
Vimeco II - Nguyễn Chánh,,,3,,Đường Nguyễn Chánh,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,140.0,m2,8.1,tỷ,2
,,,2,,Đường Văn Cao,Phường Cống Vị,Quận Ba Đình,Hà Nội,90.0,m2,5.6,tỷ,1
,,,2,,Đường Hoàng Quốc Việt,Phường Nghĩa Tân,Quận Cầu Giấy,Hà Nội,65.0,m2,2.65,tỷ,1
Tân Tây Đô,,,3,,Đường Quốc lộ 32,Xã Tân Lập,Huyện Đan Phượng,Hà Nội,86.0,m2,3.86,tỷ,2
The Nine,,,3,,Đường Phạm Văn Đồng,Phường Mai Dịch,Quận Cầu Giấy,Hà Nội,116.0,m2,10.7,tỷ,2
Tòa nhà 197 Trần Phú,,,2,,Đường Trần Phú,Phường Văn Quán,Quận Hà Đông,Hà Nội,89.0,m2,4.4,tỷ,2
Intracom 2 Cầu Diễn,,,3,,Đường Cầu Diễn,,Quận Bắc Từ Liêm,Hà Nội,96.0,m2,4.75,tỷ,2
Vinacomin Tower,,,3,,,,Quận Cầu Giấy,Hà Nội,113.0,m2,6.4,tỷ,2
KĐT Xa La,,,1,,Phố Phùng Hưng,Phường Phúc La,Quận Hà Đông,Hà Nội,53.0,m2,,tỷ,1
Trung Hòa Nhân Chính,,,3,,Phố Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,160.0,m2,9.5,tỷ,3
Thanh Hà Mường Thanh,,,2,,,,Quận Hà Đông,Hà Nội,70.0,m2,2.42,tỷ,2
Lucky House,,,2,,Đường Lê Xuân Điệp,Phường Kiến Hưng,Quận Hà Đông,Hà Nội,70.0,m2,2.75,tỷ,2
Tân Tây Đô,,,2,,Đường Quốc lộ 32,Xã Tân Lập,Huyện Đan Phượng,Hà Nội,54.0,m2,2.4,tỷ,2
Hà Nội Melody Residences,,,3,,Đường Bằng Liệt,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội,101.0,m2,,tỷ,2
Hà Nội Paragon,,,3,,,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,138.0,m2,7.0,tỷ,2
A10-A14 Nam Trung Yên,,,1,,,,Quận Cầu Giấy,Hà Nội,45.0,m2,3.1,tỷ,1
VP5 Linh Đàm,,,3,,,,Quận Hoàng Mai,Hà Nội,76.0,m2,,tỷ,2
Samsora Premier,,,3,,,,Quận Hà Đông,Hà Nội,91.0,m2,5.2,tỷ,2
Anland Premium,,,3,,Đường Tố Hữu,Phường La Khê,Quận Hà Đông,Hà Nội,85.0,m2,,tỷ,
HPC Landmark 105,,,3,,,Phường La Khê,Quận Hà Đông,Hà Nội,118.0,m2,5.9,tỷ,2
Xuân Mai Complex,,,2,,Đường Tố Hữu,Phường Yên Nghĩa,Quận Hà Đông,Hà Nội,55.0,m2,2.8,tỷ,1
Hà Nội Melody Residences,Tây,,2,,,,Quận Hoàng Mai,Hà Nội,68.0,m2,,tỷ,2
Thanh Hà Mường Thanh,Nam,,2,19,Đường 6,Phường Kiến Hưng,Quận Hà Đông,Hà Nội,68.0,m2,2.65,tỷ,2
Vinhomes Skylake,,,3,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,100.0,m2,,tỷ,2
Vinhomes Skylake,,,4,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,200.0,m2,24.0,tỷ,2
Sunshine City,,,3,,,Phường Đông Ngạc,Quận Bắc Từ Liêm,Hà Nội,104.0,m2,,tỷ,2
,,,2,,,Phường Đông Ngạc,Quận Bắc Từ Liêm,Hà Nội,90.0,m2,6.5,tỷ,2
The Sapphire-Vinhomes Smart City,,,2,,,Phường Tây Mỗ,Quận Nam Từ Liêm,Hà Nội,62.0,m2,4.03,tỷ,2
,,,,,Đường Quốc lộ 6,Phường Biên Giang,Quận Hà Đông,Hà Nội,70.0,m2,5.1,tỷ,
The Sapphire-Vinhomes Smart City,,,2,,,Phường Tây Mỗ,Quận Nam Từ Liêm,Hà Nội,55.0,m2,3.75,tỷ,
Roman Plaza,,,2,,Đường Tố Hữu,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,78.0,m2,,tỷ,2
Ecolife Capitol,,,3,,,,Quận Nam Từ Liêm,Hà Nội,112.0,m2,7.28,tỷ,2
Golden Field Mỹ Đình,,,2,,Đường Hàm Nghi,Phường Cầu Diễn,Quận Nam Từ Liêm,Hà Nội,84.0,m2,4.9,tỷ,2
Roman Plaza,,,4,,,,Quận Nam Từ Liêm,Hà Nội,137.0,m2,7.8,tỷ,3
KĐT Cổ Nhuế,Bắc,,2,,Đường Phạm Văn Đồng,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,Hà Nội,72.0,m2,4.5,tỷ,2
Golden Field Mỹ Đình,,,3,,,,Quận Nam Từ Liêm,Hà Nội,120.0,m2,6.9,tỷ,2
,,,,,Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm,Hà Nội,94.0,m2,5.16,tỷ,
Roman Plaza,,,3,,Đường Tố Hữu,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,104.0,m2,7.6,tỷ,3
The Canopy Residences - Vinhomes Smart City,,,3,,,Phường Tây Mỗ,Quận Nam Từ Liêm,Hà Nội,83.0,m2,5.7,tỷ,2
Vinhomes Skylake,,,1,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,45.0,m2,4.5,tỷ,1
Vinhomes Smart City,,,1,,,,Quận Nam Từ Liêm,Hà Nội,36.0,m2,2.6,tỷ,1
Khai Sơn City,,,,,,Phường Ngọc Thụy,Quận Long Biên,Hà Nội,167.0,m2,13.99,tỷ,
CT3 Cổ Nhuế,,,2,,,,Quận Bắc Từ Liêm,Hà Nội,72.0,m2,,tỷ,2
Vinhomes Ocean Park Gia Lâm,,,1,,,,Huyện Gia Lâm,Hà Nội,47.0,m2,2.2,tỷ,1
Goldmark City,,,2,,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm,Hà Nội,84.0,m2,4.8,tỷ,2
Happy Star Tower,,,3,,,Phường Giang Biên,Quận Long Biên,Hà Nội,77.0,m2,3.55,tỷ,2
,,,2,,,Phường Sài Đồng,Quận Long Biên,Hà Nội,72.0,m2,2.5,tỷ,2
Gemek Premium,,,2,,Đường Lê Trọng Tấn,Xã An Khánh,Huyện Hoài Đức,Hà Nội,75.0,m2,3.0,tỷ,2
,,,2,,,,Huyện Gia Lâm,Hà Nội,70.0,m2,3.2,tỷ,2
Eco City Việt Hưng,,,2,,,Phường Giang Biên,Quận Long Biên,Hà Nội,72.0,m2,3.6,tỷ,2
,,,3,,Đường Đầm Trấu,Phường Bạch Đằng,Quận Hai Bà Trưng,Hà Nội,78.0,m2,58.0,triệu,2
Sunshine Garden,,,1,,,,Quận Hai Bà Trưng,Hà Nội,42.0,m2,68.0,triệu,1
N03-T6 Ngoại Giao Đoàn,Bắc,,3,,,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,Hà Nội,121.0,m2,7.5,tỷ,2
Resco Cổ Nhuế,,,3,,Đường Phạm Văn Đồng,Phường Cổ Nhuế 2,Quận Bắc Từ Liêm,Hà Nội,102.0,m2,4.5,tỷ,2
Vinhomes Ocean Park Gia Lâm,,,1,,,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,28.0,m2,1.6,tỷ,1
Vinhomes Ocean Park Gia Lâm,,,3,,,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,75.0,m2,4.15,tỷ,2
Sunshine Crystal River,,,,,,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,186.0,m2,40.0,tỷ,
N01-T5 Ngoại Giao Đoàn,,,2,,,Phường Xuân Tảo,Quận Bắc Từ Liêm,Hà Nội,84.0,m2,,tỷ,2
,Đông Bắc,,2,32,Đường Tỉnh lộ 379,,Huyện Gia Lâm,Hà Nội,62.0,m2,3.8,tỷ,2
Vinhomes Ocean Park Gia Lâm,,,3,,,,Huyện Gia Lâm,Hà Nội,200000.0,m2,13600.0,tỷ,2
The Terra An Hưng,,,3,,,Phường Dương Nội,Quận Hà Đông,Hà Nội,97.0,m2,5.8,tỷ,2
The Pride,,,2,,Đường Tố Hữu,Phường La Khê,Quận Hà Đông,Hà Nội,73.0,m2,,tỷ,2
173 Xuân Thủy,,,3,,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,110.0,m2,8.5,tỷ,2
Xuân Mai Sparks Tower,,,2,,,,Quận Hà Đông,Hà Nội,55.0,m2,2.95,tỷ,1
Nam Xa la,,,2,,,Phường Phúc La,Quận Hà Đông,Hà Nội,70.0,m2,2.85,tỷ,2
Chelsea Residences,,,4,,,,Quận Cầu Giấy,Hà Nội,131.0,m2,12.0,tỷ,
Hateco Laroma,,,3,,Đường Huỳnh Thúc Kháng,Phường Láng Thượng,Quận Đống Đa,Hà Nội,137.0,m2,,tỷ,2
27 Huỳnh Thúc Kháng,,,3,,,,Quận Đống Đa,Hà Nội,120.0,m2,8.0,tỷ,2
M5 Nguyễn Chí Thanh,,,4,,Đường Nguyễn Chí Thanh,Phường Láng Hạ,Quận Đống Đa,Hà Nội,149.0,m2,10.6,tỷ,2
The Eden Rose,,,2,,,,Huyện Thanh Trì,Hà Nội,57.0,m2,2.57,tỷ,1
Chung cư Đại Thanh,,,1,,,,Huyện Thanh Trì,Hà Nội,46.0,m2,,tỷ,1
Discovery Complex,,,2,,,,Quận Cầu Giấy,Hà Nội,92.0,m2,6.55,tỷ,2
Ciputra Hà Nội,,,3,,,,Quận Tây Hồ,Hà Nội,153.0,m2,13.0,tỷ,2
Vinata Tower,,,3,,Đường Khuất Duy Tiến,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,113.0,m2,6.7,tỷ,2
Eco Green City,,,2,,Đường Nguyễn Xiển,Xã Tân Triều,Huyện Thanh Trì,Hà Nội,75.0,m2,4.1,tỷ,2
,,,3,,Đường Thành Thái,Phường Dịch Vọng,Quận Cầu Giấy,Hà Nội,110.0,m2,7.0,tỷ,2
Mipec Rubik 360,Đông,,3,,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,95.0,m2,9.25,tỷ,2
D’. Le Roi Soleil,,,3,,Đường Xuân Diệu,Phường Quảng An,Quận Tây Hồ,Hà Nội,110.0,m2,8.9,tỷ,2
Trung Hòa Nhân Chính,,,3,,Phố Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,153.0,m2,,tỷ,3
Eco Green City,,,2,,,,Huyện Thanh Trì,Hà Nội,75.0,m2,4.58,tỷ,2
Hei Tower Điện Lực,,,3,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,100.0,m2,5.7,tỷ,2
N05 Trần Duy Hưng,,,3,,Phố Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,162.0,m2,9.72,tỷ,3
Central Field Trung Kính,,,2,,Phố Trung Kính,Phường Yên Hòa,Quận Cầu Giấy,Hà Nội,70.0,m2,5.5,tỷ,2
Mipec Rubik 360,,,3,,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,95.0,m2,8.0,tỷ,2
New Horizon City - 87 Lĩnh Nam,,,2,,,,Quận Hoàng Mai,Hà Nội,75.0,m2,,tỷ,2
Eco Green City,,,2,,,,Huyện Thanh Trì,Hà Nội,75.0,m2,,tỷ,2
Vinhomes D'Capitale,,,2,,,,Quận Cầu Giấy,Hà Nội,54.0,m2,2.9,tỷ,1
Hà Nội Melody Residences,,,2,,,,Quận Hoàng Mai,Hà Nội,90.0,m2,,tỷ,2
D11 Sunrise Building,,,3,,Đường Trần Thái Tông,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,110.0,m2,6.5,tỷ,2
D’. Le Roi Soleil,,,3,,Đường Xuân Diệu,Phường Quảng An,Quận Tây Hồ,Hà Nội,146.0,m2,11.68,tỷ,3
Trung Yên Plaza,,,3,,Đường Trung Yên 11,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,110.0,m2,7.0,tỷ,2
Hei Tower Điện Lực,,,2,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,61.0,m2,4.3,tỷ,2
Bea Sky,,,2,,Đường Nguyễn Xiển,Phường Đại Kim,Quận Hoàng Mai,Hà Nội,67.0,m2,4.1,tỷ,2
Hei Tower Điện Lực,,,2,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,61.0,m2,4.2,tỷ,2
Sky Central,,,3,,Đường Định Công,Phường Định Công,Quận Hoàng Mai,Hà Nội,92.0,m2,5.98,tỷ,2
Hồng Hà Tower,Nam,,2,,Đường Thịnh Liệt,Phường Thịnh Liệt,Quận Hoàng Mai,Hà Nội,56.0,m2,3.38,tỷ,2
Thanh Hà Mường Thanh,Bắc,,2,,,,Quận Hà Đông,Hà Nội,72.0,m2,2.67,tỷ,2
Viha Complex,,,2,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội,72.0,m2,5.26,tỷ,2
GoldSeason,,,2,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội,60.0,m2,4.3,tỷ,1
Viha Complex,,,3,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội,97.0,m2,,tỷ,2
54 Hạ Đình,,,2,,,,Quận Thanh Xuân,Hà Nội,90.0,m2,5.2,tỷ,2
KĐT Hạ Đình,,,3,,,,Quận Thanh Xuân,Hà Nội,108.0,m2,4.7,tỷ,2
Imperial Plaza,,,2,,Đường Giải Phóng,Phường Phương Liệt,Quận Thanh Xuân,Hà Nội,80.0,m2,,tỷ,2
Star Tower 283 Khương Trung,,,3,,Đường Khương Trung,Phường Khương Trung,Quận Thanh Xuân,Hà Nội,86.0,m2,3.7,tỷ,2
Bình Vượng 200 Quang Trung,,,3,,Đường Quang Trung,Phường Quang Trung,Quận Hà Đông,Hà Nội,115.0,m2,4.0,tỷ,2
King Palace,,,3,,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,Hà Nội,105.0,m2,7.0,tỷ,2
Tòa Tháp Thiên Niên Kỷ,,,2,,Đường Quang Trung,Phường Yết Kiêu,Quận Hà Đông,Hà Nội,62.0,m2,3.9,tỷ,2
Mulberry Lane,,,3,,,Phường Mỗ Lao,Quận Hà Đông,Hà Nội,123.0,m2,6.17,tỷ,2
Grand Sunlake,,,2,,Đường Trần Phú,Phường Văn Quán,Quận Hà Đông,Hà Nội,70.0,m2,,tỷ,2
The Pride,,,3,,Đường Tố Hữu,Phường La Khê,Quận Hà Đông,Hà Nội,98.0,m2,4.0,tỷ,2
Nam Xa la,,,2,,,,Quận Hà Đông,Hà Nội,84.0,m2,3.56,tỷ,2
Mipec City View,,,2,,,Phường Kiến Hưng,Quận Hà Đông,Hà Nội,60.0,m2,2.34,tỷ,2
Xuân Mai Complex,,,2,,,,Quận Hà Đông,Hà Nội,69.0,m2,3.25,tỷ,2
KĐT Xa La,,,1,,,,Quận Hà Đông,Hà Nội,53.0,m2,1.95,tỷ,1
Thanh Hà Mường Thanh,Nam,,2,,,,Quận Hà Đông,Hà Nội,70.0,m2,2.4,tỷ,2
Eco City Việt Hưng,,,3,,,Phường Giang Biên,Quận Long Biên,Hà Nội,85.0,m2,4.2,tỷ,2
GoldSilk Complex,,,2,,Phố Cầu Am,Phường Vạn Phúc,Quận Hà Đông,Hà Nội,80.0,m2,4.7,tỷ,2
Nam Xa la,,,2,,,Phường Phúc La,Quận Hà Đông,Hà Nội,84.0,m2,,tỷ,2
N01-T7 Ngoại Giao Đoàn,Tây,,3,,,,Quận Bắc Từ Liêm,Hà Nội,104.0,m2,,tỷ,2
Xuân Mai Riverside,,,2,,,,Quận Hà Đông,Hà Nội,76.0,m2,4.5,tỷ,2
HPC Landmark 105,,,3,,,,Quận Hà Đông,Hà Nội,112.0,m2,6.2,tỷ,2
Lộc Ninh Singashine,,,,,Đường Quốc lộ 6,,Huyện Chương Mỹ,Hà Nội,50.0,m2,,tỷ,
Diamond Park Plaza,,,3,,Phố Láng Hạ,Phường Thành Công,Quận Ba Đình,Hà Nội,125.0,m2,17.0,tỷ,2
,,,2,,Đường Đội Cấn,Phường Đội Cấn,Quận Ba Đình,Hà Nội,75.0,m2,4.8,tỷ,2
Bamboo Airways Tower,,,,,Đường Cầu Giấy,Phường Dịch Vọng,Quận Cầu Giấy,Hà Nội,120.0,m2,8.8,tỷ,
Vinhomes Gardenia,,,3,,,,Quận Nam Từ Liêm,Hà Nội,100.0,m2,,tỷ,2
FLC Garden City,,,2,,Đường 70,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,58.0,m2,,tỷ,1
HH2 Bắc Hà,,,3,,,,Quận Nam Từ Liêm,Hà Nội,133.0,m2,6.0,tỷ,2
Ecolife Capitol,,,1,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,Hà Nội,49.0,m2,2.9,tỷ,1
Ecolife Capitol,,,2,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,Hà Nội,76.0,m2,4.9,tỷ,2
The Matrix One,,,3,,,,Quận Nam Từ Liêm,Hà Nội,114.0,m2,13.9,tỷ,2
Hateco Laroma,,,2,,,Phường Láng Thượng,Quận Đống Đa,Hà Nội,94.0,m2,,tỷ,2
Berriver Long Biên,,,3,,,,Quận Long Biên,Hà Nội,125.0,m2,7.4,tỷ,2
Khai Sơn City,,,2,,,,Quận Long Biên,Hà Nội,77.0,m2,5.5,tỷ,2
Nam Xa la,,,,,,Phường Phúc La,Quận Hà Đông,Hà Nội,58.0,m2,1.6,tỷ,
Le Grand Jardin Sài Đồng,,,2,,Đường Huỳnh Văn Nghệ,Phường Sài Đồng,Quận Long Biên,Hà Nội,66.0,m2,3.65,tỷ,2
Cầu Giấy Center Point,,,3,,Đường Cầu Giấy,Phường Quan Hoa,Quận Cầu Giấy,Hà Nội,127.0,m2,8.5,tỷ,3
D’. Le Roi Soleil,,,3,,Đường Xuân Diệu,Phường Quảng An,Quận Tây Hồ,Hà Nội,111.0,m2,8.7,tỷ,
Eco Dream,,,3,,,Xã Tân Triều,Huyện Thanh Trì,Hà Nội,98.0,m2,4.5,tỷ,2
Sunshine Center,,,3,35,Đường Phạm Hùng,,Quận Nam Từ Liêm,Hà Nội,170.0,m2,10.0,tỷ,2
Viha Complex,,,3,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội,97.0,m2,,tỷ,3
,,,2,9,Đường Trần Phú,,,Hà Nội,76.0,m2,4.6,tỷ,2
The Terra An Hưng,,,3,,,Phường Dương Nội,Quận Hà Đông,Hà Nội,97.0,m2,5.6,tỷ,2
Grand Sunlake,,,3,,Đường Trần Phú,Phường Văn Quán,Quận Hà Đông,Hà Nội,95.0,m2,3.7,tỷ,2
TNR The Nosta,,,2,,Đường Láng,Phường Ngã Tư Sở,Quận Đống Đa,Hà Nội,45.0,m2,3.9,tỷ,1
,,,,,Đường Yên Vĩnh Xã Kim Chung,,Huyện Hoài Đức,Hà Nội,67.0,m2,117.0,triệu,
Hà Thành Plaza,,,3,,,,Quận Đống Đa,Hà Nội,114.0,m2,7.64,tỷ,2
Feliz Homes,,,2,,,Phường Hoàng Văn Thụ,Quận Hoàng Mai,Hà Nội,78.0,m2,,tỷ,2
Hòa Bình Green City,,,2,,Phố Mạc Thị Bưởi,Phường Vĩnh Tuy,Quận Hai Bà Trưng,Hà Nội,70.0,m2,,tỷ,2
Goldmark City,,,3,,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm,Hà Nội,94.0,m2,5.8,tỷ,2
Hà Nội Melody Residences,,,2,,Đường Bằng Liệt,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội,68.0,m2,4.35,tỷ,2
Nam Trung Yên,,,2,,,,Quận Cầu Giấy,Hà Nội,60.0,m2,,tỷ,1
Mipec Rubik 360,,,3,,Đường Duy Tân,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,140.0,m2,8.4,tỷ,2
Kim Văn Kim Lũ,,,3,,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,Hà Nội,99.0,m2,5.9,tỷ,2
Kim Văn Kim Lũ,,,2,,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,Hà Nội,56.0,m2,2.75,tỷ,2
130 Nguyễn Đức Cảnh,Tây,,2,,Đường Nguyễn Đức Cảnh,Phường Tương Mai,Quận Hoàng Mai,Hà Nội,91.0,m2,4.98,tỷ,2
Kim Văn Kim Lũ,,,1,,,,Quận Hoàng Mai,Hà Nội,45.0,m2,2.18,tỷ,1
Căn hộ Thông tấn xã,,,3,,,,Quận Hoàng Mai,Hà Nội,84.0,m2,5.27,tỷ,2
130 Nguyễn Đức Cảnh,,,,,,,Quận Hoàng Mai,Hà Nội,75.0,m2,4.1,tỷ,
,,,,,Đường Triều Khúc,Phường Thanh Xuân Nam,Quận Thanh Xuân,Hà Nội,86.0,m2,13.9,tỷ,
Thăng Long Victory,,,2,,,Xã An Khánh,Huyện Hoài Đức,Hà Nội,60.0,m2,2.65,tỷ,2
Gemek Tower,,,2,,,,Huyện Hoài Đức,Hà Nội,65.0,m2,3.1,tỷ,2
90 Nguyễn Tuân,,,2,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội,71.0,m2,4.75,tỷ,2
Viha Complex,,,3,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội,97.0,m2,8.27,tỷ,2
Legend Tower 109 Nguyễn Tuân,,,2,,Đường Nguyễn Tuân,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,73.0,m2,,tỷ,2
Imperia Garden,,,3,,Đường Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội,118.0,m2,9.5,tỷ,2
Viha Complex,,,3,,,,Quận Thanh Xuân,Hà Nội,97.0,m2,7.99,tỷ,3
